Step,max-f,min-f
20578,0.1760244172027258,0.1613319272072371
20779,0.17639342905867128,0.1636807864030924
20782,0.17561023933749786,0.16451214643503054
20831,0.1749200110907479,0.1635713774863299
20855,0.17532996938893294,0.16253336249660333
21080,0.1734475041811543,0.16458584924667127
21144,0.1730613534175312,0.16354781428173784
21232,0.1742276908891806,0.1616223741361031
21319,0.172425684991397,0.16229905347338103
21391,0.17388508719156906,0.16290666676391338
21523,0.17195295728773768,0.16564548488863512
21848,0.17268250752198291,0.1648459755108624
22245,0.17216515293154325,0.16502314312064517
22292,0.1727045583329124,0.16470362835823227
22330,0.17288577352625414,0.16379711879106762
22358,0.17200508573572906,0.16263531799524628
22472,0.17225188058101448,0.16558739913534135
22840,0.1740911070493942,0.16419285317263452
23138,0.17386731948840634,0.16482252948918183
23148,0.1751733113986382,0.16609012635939818
23192,0.17687016685066545,0.16700907749221022
23218,0.17603066553365215,0.16607687412236602
23286,0.1786178868029791,0.1670609103399187
23361,0.18060973412691952,0.1668804042531203
23427,0.17782730524438112,0.16656987586805788
23540,0.1805262487194935,0.1667840493106967
23670,0.18114595776510362,0.16719089270448279
23681,0.18387929222980154,0.16784969721039314
23701,0.1836773199852055,0.16631725508618528
23938,0.1826720255855014,0.16784431326446156
24147,0.18321002959379137,0.16971373391917233
24282,0.18359831304191554,0.16869163410078886
24284,0.18442172850107721,0.1687801374787731
24322,0.18498037253105568,0.16951254704919763
24345,0.18724023892043457,0.17295226240821368
24621,0.18749894522202587,0.17421649008004939
24719,0.18655907647758535,0.1746649698184484
24727,0.18709337140803364,0.17250435532207942
24901,0.18967034435987296,0.17526282867563783
24934,0.1921839511126755,0.17627333056212507
25008,0.194958060170422,0.17805144293088257
25253,0.19260578970701356,0.17639151897226493
25332,0.19263261485287328,0.17708968205281964
25391,0.1949840824758158,0.17877939165176326
25812,0.1964720271262995,0.18015861097872798
25847,0.1969712248037735,0.18002250385915342
25921,0.19765746346769802,0.17885951272197034
26066,0.19681306417834404,0.17937127948753093
26155,0.19829091569477716,0.17934476709778033
26303,0.19792793888088162,0.1789656503958247
26470,0.197586133923264,0.1764333395479082
26797,0.1960322238447987,0.17481286985695005
26798,0.19735425670790274,0.17908676215981106
26829,0.19815759381374468,0.18064243291661486
27142,0.19718489041746978,0.17864357461828256
27154,0.1971148430491204,0.1771652587659169
27158,0.19909917488813797,0.17926262305059856
27159,0.1991846797103752,0.1784479306695866
27274,0.1980112950561677,0.1781187431761949
27505,0.19840961023504436,0.17747628393267098
27603,0.19578450157034347,0.17924120137401758
27638,0.1996176442389366,0.18044810142653722
27825,0.2016562132941579,0.18252027863800646
27916,0.20197596198827475,0.18224068082524633
27968,0.20023341054850924,0.1823581731887414
28438,0.20303448709753907,0.18082754354496655
28451,0.2015095914355883,0.18119073759406723
28543,0.20409467772687653,0.1826593231621859
28572,0.203011150532339,0.18354753737894217
28970,0.20313577142169223,0.18117535783136332
28996,0.2035246014732584,0.18009789139473606
29062,0.20192732430379323,0.18161846700684134
29201,0.20169751401771735,0.18361996564670452
29263,0.201282927937363,0.18223306293377042
29471,0.20205853825861575,0.18530615985509502
29487,0.19860114485344343,0.18386057529799313
29561,0.19818261677637455,0.18360985481203326
29611,0.19757453368084704,0.1847610095157926
29829,0.1989631947872301,0.18560067640547676
30005,0.1981845897514855,0.1871305844173672
30031,0.1951427382564558,0.18887384416901987
30092,0.19630325991132672,0.18881264714563947
30174,0.1946702214531002,0.18794325432272668
30243,0.1947309447440382,0.18989987325627214
30327,0.19723984058915744,0.19334590007114671
30470,0.1965157515573743,0.1931930202097238
30612,0.1960823328462268,0.1912846138655293
30706,0.19517414444930226,0.19149311802821872
30720,0.19585648498031621,0.19320248756765435
31406,0.1942376218607099,0.19290326943630126
31443,0.1918592069434957,0.19166548354757523
31696,0.1906976914046258,0.19092680471662374
31880,0.1916404117565333,0.19033980656229127
31936,0.19132392620140265,0.19147411567104544
31945,0.19156047427737458,0.1896599416576245
32004,0.19252413063182708,0.187736877444472
32174,0.19336515105919055,0.18625209487558256
32207,0.19499850439800673,0.1881257136780709
32435,0.1950981311500466,0.1875968500245095
32542,0.19681496248704566,0.1875642297440193
32657,0.19768689185730473,0.1896166994691389
32762,0.20213377006015865,0.19135750577975613
32894,0.20379578963895548,0.193190405584161
32902,0.2054244853861764,0.1952427017924778
33034,0.20714641711845286,0.19568790529662825
33152,0.2068602973160838,0.1958250326306957
33179,0.2080136604297621,0.19713646311808178
33181,0.20855384080116687,0.19827246979572014
33271,0.21165690410514354,0.19762673475980574
33341,0.21087148822304067,0.19996185946460962
33375,0.21101322775857984,0.2045374799953174
33403,0.21164174980340825,0.20499809695541105
33728,0.20885151260734008,0.20566798777630282
33737,0.20718800069519328,0.20310111776077674
33749,0.2057521154612894,0.2065891525855612
33768,0.2046565586320636,0.20794668551384998
33785,0.20452607299942235,0.20673722328357297
33839,0.2046770037594339,0.2069023882979015
33851,0.20433874286424522,0.2059109591319435
33876,0.20343740950696032,0.2086092046093046
33913,0.2050882288568211,0.20785228797711852
34017,0.20378278519968468,0.20929896215757615
34036,0.20467437077569098,0.2082146578344246
34141,0.20546319906017715,0.2086120529777361
34362,0.20314312421897363,0.20671198865818138
34383,0.20387609705459414,0.20552786676501775
34525,0.20698156841350224,0.20533273496971738
34599,0.2089473552452322,0.207167884910323
34783,0.20816226174032754,0.20796293565211657
35333,0.208368813025521,0.21001333293907423
35354,0.20660607678501058,0.20810392670029276
35362,0.20906638630931038,0.2090658311862869
35377,0.20964617896312418,0.2083535364825612
35483,0.2104841383438617,0.20758773387290996
35573,0.21078017511698446,0.20719150455545177
35771,0.21220275735464478,0.20759305374434273
35778,0.2142285887075519,0.20537742660945588
35849,0.21397831409340087,0.20385221771726678
35953,0.21497360807153287,0.20246971994292146
35970,0.2135052537101022,0.20215283962406302
36037,0.21254240057590015,0.20158594717158176
36246,0.21132144382438214,0.20096040002815013
36275,0.21249005486789452,0.20074392068758712
36629,0.21371169491053663,0.20054254029383536
36659,0.21281824897232587,0.20122512790795866
36767,0.21153530013287936,0.19956053476979949
36819,0.20989180883022177,0.19779120313440351
36850,0.21032962019361734,0.19640524049171545
36907,0.20995372412974497,0.19684317890188113
37202,0.20908599914715006,0.1939389385238435
37455,0.20836884384420706,0.19298152227336662
37489,0.20805761062732292,0.1934982678078993
37764,0.21024778749477646,0.19253537237174131
37876,0.21065724334488092,0.1903706872043065
38192,0.21019909245798332,0.19133411506022036
38439,0.20795888070882365,0.18954297279901594
38455,0.20879650739464717,0.18807241980303563
38720,0.20964879884675422,0.1883084862469749
38840,0.21055239490981914,0.1872945383420354
38981,0.21110599985162276,0.1872474823551947
39005,0.21014790827459032,0.1849824387080908
39296,0.2122936089090985,0.184621701773929
39702,0.21178084925091653,0.18742570849845042
39730,0.2122872219458982,0.1911501356084814
39781,0.21333204002698022,0.1998222262363118
39878,0.21303427702644062,0.20069130349158554
39909,0.21411313172591181,0.1988794899617538
39914,0.21399903859139358,0.20045055972251874
40020,0.2140175421395657,0.20020990080806836
40296,0.21288433025677436,0.200932666131907
40500,0.2133001237516389,0.20186632908926885
40647,0.2139581354966061,0.20141234404748348
40663,0.211603292046674,0.20166266788653384
40667,0.2119604205657405,0.20323344442880314
40700,0.21014385977442568,0.20453738496022708
40720,0.21062078225893718,0.20594730674102255
40793,0.21102690285375844,0.2061629620662021
41040,0.21044228717668328,0.20543856738487806
41244,0.2134014483331496,0.2100951585371805
41271,0.2132647454464866,0.20915298450643688
41341,0.21254832539755686,0.20834257645630813
41539,0.21513111604960572,0.21019803994718197
41555,0.2150906520086136,0.21074412170823834
42013,0.21625578950844135,0.2125396142940736
42134,0.21810988365827252,0.2138299308481921
42244,0.2197478149651071,0.21405504873122827
42450,0.21903020478580496,0.21598358825660371
42468,0.21832718223008885,0.21635884443147166
42678,0.21914999718548706,0.21405481726284223
42981,0.2176438660817773,0.2146056864775854
43278,0.21792475338014175,0.2149517999680337
43518,0.21720110453253894,0.21370307398867303
43553,0.21671257164188815,0.21429580446889956
43607,0.21544032822905038,0.21769103701952155
43639,0.21720446308446936,0.21587162931913112
43711,0.21708486136278,0.2175341113927485
43738,0.21803461535552437,0.21763071618489352
43742,0.21879600884841388,0.21767874140119564
43805,0.2190929622914456,0.2185399417731717
43993,0.22299851140561666,0.21965215275770827
44073,0.22344292609750432,0.2172770470025541
44200,0.22370046229555424,0.21876825036250303
44207,0.22338481280964315,0.21724649079525296
44251,0.2223703184934503,0.2165629527193479
44304,0.2254686884835813,0.21844045440496093
44585,0.22512972057390965,0.2192759402368617
44802,0.22359766072243148,0.21957126091212448
44816,0.22636624074798287,0.221308009173882
44964,0.2267114430530232,0.22129081887040436
45310,0.22749990897196273,0.22026118693299626
45319,0.22703028027252348,0.21973049995433633
45372,0.22779052314707302,0.2219482093152496
45507,0.22639432272413157,0.22111823752894463
45658,0.22670769568964894,0.21956183695836576
46033,0.22642029225585597,0.22240622917919844
46090,0.22578998011073884,0.22111135123561446
46169,0.22682154844852404,0.22065535853090218
46205,0.22685567911955354,0.22128578540028412
46318,0.2280719342771625,0.22112207507227846
46334,0.22835697607161923,0.2227975952308329
46413,0.22827591427018684,0.21929722632621623
46499,0.2299427744647831,0.22067914577969192
47241,0.2279787092154874,0.21960714588409808
47301,0.22882146697117767,0.21848830974641612
47321,0.22783998867175412,0.2192311343314878
47489,0.22729650313831903,0.21831171082485804
47585,0.22723074487555267,0.21697619218836087
47638,0.22726682083804162,0.21864356722459363
47669,0.2247817377412808,0.21873586698010175
47705,0.22469406346645518,0.2192866062804997
47744,0.22527954101712605,0.21712390209488971
47882,0.22307910351678353,0.21604655337299192
47947,0.22331177286644788,0.21581180800553207
47970,0.22397922884911892,0.21458230686542143
48076,0.22494534157213653,0.213642941888113
48181,0.22393312884069377,0.21371451869035074
48227,0.2231642984038799,0.2130019503565437
48522,0.22259411811580232,0.21574357598941285
48844,0.22318684745348627,0.2161375822696246
49272,0.22420215004441654,0.2167021155642321
49326,0.2222591996835282,0.21618089505294746
49351,0.2222416585098576,0.21338042051188852
49477,0.22006965445966048,0.21195770872165076
49558,0.22138860377046726,0.21253429036721774
49619,0.21912869047505792,0.2125640021598734
50006,0.21836360004555677,0.21262971367667594
50056,0.21841593854464564,0.2135680080431424
50149,0.21886535979375274,0.21652191278227956
50165,0.21937463329787768,0.21777367600663394
50195,0.2201030156319201,0.21788681842650126
50268,0.21895165555928173,0.22055714677797122
50629,0.22036212948809608,0.21981134290241178
50819,0.22065488061833416,0.22107062884436354
50979,0.22029007326596747,0.22089315458747627
51134,0.21979267890064813,0.22040805929572677
51227,0.22028094138263515,0.22070927300981225
51282,0.21881927643498245,0.219820681129616
51342,0.2205363059262828,0.2209210197670237
51750,0.22210265072775712,0.2204245054316832
51798,0.22231246069320199,0.22000245086304954
51806,0.22293381029933793,0.21975514924578854
51954,0.2229624453333512,0.22089444840087277
52001,0.22473141212668418,0.2198633999528553
52067,0.2238113850041505,0.2195062766337982
52237,0.22323460940406747,0.22007174892112225
52292,0.22052865015598613,0.2192165924226998
52353,0.21972635877286642,0.21990541811424583
52510,0.2197028014374091,0.22014865489196092
52528,0.21843036612866093,0.2196017381341217
52682,0.2183064269860877,0.21875360839143929
52906,0.21946066844636594,0.2181100274836105
52939,0.2216377846774386,0.2196343888139383
53092,0.22284175918388982,0.22079260769765952
53107,0.22138298906021203,0.22123996050370634
53468,0.2233118958190078,0.2200923346336322
53706,0.22362365474262763,0.21934177936095955
53713,0.2251713091877751,0.21968617153374037
53717,0.22480198398401957,0.22050350040306554
53721,0.22450186482433918,0.22036820845500424
53862,0.2253222580478524,0.21972389174590415
53906,0.22575985306689533,0.22053638925098606
54072,0.22616002784555744,0.22189140948596636
54087,0.22493696242864628,0.22221447547624704
54108,0.22641799062007334,0.2218448864467221
54123,0.22485460396767187,0.22199018459778766
54241,0.22437148834831844,0.2221238697458319
54691,0.22269258950135207,0.22123016289091524
54807,0.22383775069132503,0.22134378159309692
54937,0.22467487731749855,0.220843645661235
54982,0.22604906365114857,0.21949966248801028
55193,0.2263018261181256,0.22078756775825006
55299,0.2266411069357631,0.21874239460308506
55302,0.22480150159704784,0.21633844537102334
55328,0.22482903434510687,0.21482231024360288
55359,0.22630738299820474,0.2168923177987308
55543,0.22477321951824064,0.2164935969827562
55551,0.2239467074078758,0.21632711186310108
55713,0.22536412459971827,0.21484855048583906
55766,0.22643478244772391,0.21428192871612228
56091,0.22627864061876946,0.21453406238179984
56337,0.22490443750639405,0.21754188107416383
56507,0.22310010975626615,0.21742336335268056
56521,0.22189423688114082,0.21783748274562695
56608,0.221877861643518,0.2190491873507144
56787,0.22468060519064764,0.21938985260370011
56820,0.22438729426683468,0.2187026129116261
56999,0.225905615181498,0.21818151755339357
57299,0.22807523759786802,0.2190661679623257
57305,0.22710763602591066,0.2179032120030792
57484,0.22648900314539244,0.21782521664301763
57760,0.22699264698248459,0.21697320673015727
58295,0.22767195436283488,0.21601853421555411
58440,0.2279383590355782,0.21837903419124302
58556,0.22578242839486662,0.21804995488741816
58641,0.2248819335469693,0.2188889544096698
58719,0.22653195251602992,0.2190182544414764
58746,0.22798831810570933,0.2193761632726469
58763,0.22795500118359513,0.21950252120719396
59030,0.22864786787992322,0.22265887002305007
59264,0.22649185026232477,0.22070116744258908
59311,0.22646894963707825,0.22096808877373728
59432,0.2269038513643367,0.22276833935826254
59640,0.22562973541704998,0.22293247291109727
59670,0.22606073772870897,0.22301124819287532
59737,0.22550691839413478,0.2230375378490178
60179,0.2267336889462521,0.22384511171203747
60185,0.22684355810732704,0.22427123033779672
60207,0.2289688894251805,0.22370843181104078
60297,0.2290532809366769,0.22283829497481994
60475,0.22950004233794338,0.22306176415532356
61122,0.22922205517118452,0.2254146254522171
61205,0.22861141936776083,0.22607587358317274
61276,0.22788290408040562,0.2268695842115093
61438,0.2276696705987975,0.2259333680672791
61534,0.22597714010682157,0.2256895145459335
61680,0.22583395360468514,0.22645476221501484
62139,0.22612422701259144,0.22555599395071455
62219,0.2269611489523396,0.22495952981170025
62516,0.2271772262532928,0.22515045109546625
62547,0.22827368540822696,0.22480722579355691
62555,0.22882731192006242,0.22597922907768578
62874,0.22862961852166117,0.22775390689613206
63024,0.22910818601122795,0.22725697613820944
63220,0.23043906055100338,0.22864173701544524
63358,0.23008194063998333,0.22786655677513634
63428,0.22907497658718365,0.22789654393963363
63429,0.22946299165543999,0.22703401758084096
63513,0.23114272008233117,0.22704620940922415
63671,0.22890660196068455,0.22600137330103967
63865,0.23031680314147085,0.2266452127150189
63988,0.23055670377864143,0.2282723960407185
64098,0.2285391966830686,0.22954814309990412
64225,0.23032671558940723,0.22966217599790603
64511,0.2284313325176191,0.2307420644179479
64521,0.22943054382726674,0.23171343658958896
64687,0.2299520942507214,0.23167075265779716
64889,0.231737860185707,0.2334558691446412
65054,0.23182351428199285,0.23613616002174836
65245,0.23107024845635302,0.23422472298131342
65292,0.22953316630722598,0.23427210180168714
65375,0.22953594506108146,0.2334484864256534
65450,0.22818522825985982,0.23262303579714033
65481,0.22824443789466262,0.23285449414119752
65601,0.22961303773676936,0.23231918167837357
65643,0.23057976364203397,0.23177525998480608
65709,0.2315686076891933,0.23195267904510997
65907,0.23208664053540942,0.23071916664420777
66049,0.23246311814470122,0.23246786047132362
66298,0.2338249877818072,0.23311908472189716
66647,0.23330422756617106,0.2345181365874592
66787,0.23638687617484766,0.23446336655571
66948,0.23572484509135072,0.2329633369445958
66976,0.23442424772952372,0.2323005130657039
67021,0.23374953955493324,0.2321751595643898
67440,0.23339710800383456,0.231981385093102
67474,0.2322058046437579,0.23003780393123996
67513,0.23123525931088273,0.22895810283261514
68263,0.23072243358466507,0.2280507651159628
68281,0.23009237361297177,0.22593360403364357
68378,0.22826904852071234,0.2251910554729707
68429,0.2267439955702981,0.2246527641635113
68512,0.2262160936388921,0.22601576330024106
68590,0.22580161246611427,0.22620056031423624
68929,0.226396848376792,0.2279022870279515
68988,0.22595654370925616,0.22827919920739248
69171,0.22600191775507106,0.22875646738324462
69185,0.22659013097996963,0.22908180483557972
69455,0.22678615866037025,0.22854393619886812
69476,0.22799707068716285,0.22944253465489076
69662,0.2281036147534196,0.23007581736179294
69719,0.2270051892183512,0.2300920692345571
69798,0.22714528923398417,0.23109201302986598
69915,0.22725127036930448,0.23028204656926865
70462,0.22641316720191837,0.23070214291788327
70493,0.22461704547788,0.2319956791195256
70580,0.2256028661483224,0.2315180454971351
70656,0.22567723156535596,0.2320398904071924
70915,0.22525532943404883,0.23156082389904853
70996,0.22547100608536785,0.23225811902106755
71314,0.2253277921836605,0.2323506655006462
71428,0.2258225118799873,0.23059148651063327
71554,0.22507757028238756,0.2326705714204206
71580,0.22462836761673982,0.23412858991201219
71696,0.22393658878440503,0.23317687757377195
71850,0.22408933490871694,0.23327777204229652
71906,0.2243716762305426,0.23044095892145058
71957,0.22481419264593175,0.2315211610830216
71979,0.22498983231301312,0.23333506808136117
72012,0.22576381410675286,0.23386114899973395
72037,0.22545379572461782,0.23269183399973928
72197,0.22624745537012544,0.2351856170397445
72275,0.22565476296272294,0.23449148233894962
72297,0.22633734378346848,0.23312600401217062
72299,0.22688011142779912,0.2335129808119272
72401,0.22771592693924314,0.23337939701568866
72404,0.22962363882045828,0.2349436785353749
72558,0.22958799508404912,0.2354399249446674
72723,0.22837562720236815,0.23489022560577405
72873,0.2269186205983208,0.23390614571365856
73009,0.22658375966635438,0.2332872859593854
73179,0.2259160679330273,0.2344624580601977
73318,0.22573309399436675,0.23538627247899374
73789,0.22516003065447943,0.2343445837494139
73794,0.22417041806138985,0.23652446067442562
73841,0.22656676734016207,0.2355912153009371
73901,0.22672683431335883,0.23564343259491838
73924,0.22694138352709164,0.23349460854302
74011,0.2257060205165498,0.2343234904321596
74187,0.22606354240621881,0.2349496589035164
74194,0.22614358859809444,0.2354646911054461
74865,0.22666160918613254,0.23538318476333717
74901,0.2280496109024099,0.23429678934807044
75140,0.22811244424436172,0.23274454034110903
75171,0.2281505658794745,0.23253442719428685
75469,0.228445810541885,0.23285619713040112
75487,0.2283260931710473,0.2331651444277931
75567,0.22932529448762634,0.23238702487923724
75629,0.2296955740378738,0.2312365583016525
75697,0.22836058465711634,0.23185461175561944
75928,0.227341219643974,0.22946620666050707
76056,0.2279235573310945,0.23004938670729694
76099,0.22828301028447262,0.229195453313151
76218,0.22771418841878316,0.22827378414688798
76431,0.22815546171040751,0.22755710614395022
76482,0.22835025211619936,0.2283681814410712
76626,0.22851412107387536,0.2278154165322498
76673,0.22812372583239787,0.2285831810416048
76705,0.22872941747574993,0.2287810176207727
76790,0.22875602040623494,0.22815058012835723
76906,0.22905260547811024,0.2279782016257901
76913,0.23127598146854803,0.2288001687132743
76924,0.23076681255917705,0.2297689726590088
77198,0.23184541860799351,0.23020593348582863
77324,0.23182077069583365,0.22924239737611204
77460,0.23118887248191697,0.2281422551085898
77530,0.23087736203227863,0.22865938036641797
77643,0.23015535831163306,0.23031827261908963
77802,0.2298384596054004,0.23046958566670783
77901,0.22976063295329238,0.22972561239337366
78135,0.22948579651422654,0.2293068442055062
78208,0.229086319003942,0.22831021942139607
78265,0.22911473652386316,0.22853068405296814
78775,0.22929138689338588,0.22887576019190878
78843,0.22842720403551817,0.22830967870807062
78920,0.2306260777348078,0.22902177265390922
78934,0.23108397310011167,0.22937894008083104
78973,0.23094972527810945,0.23011132497921444
79005,0.23183641001254726,0.23269989223963014
79309,0.2323970906122963,0.23190891493483753
79418,0.23310847540005036,0.23193881029614077
79597,0.23364170423204936,0.23213668279021796
79620,0.23291545430740837,0.2317998172744136
79812,0.23185915822126021,0.23189551062892533
79975,0.232944066856835,0.23297722279634683
79998,0.2339182917596983,0.23183051742041988
80031,0.23341437656450434,0.2321010549520115
80035,0.23303853957321424,0.23244210167297125
80100,0.23279445598174994,0.23228106499951184
80165,0.23394234504211495,0.2315822162195216
80351,0.23398021276127265,0.23194070791513116
80390,0.23426774696604719,0.23056425385682852
80406,0.23428785150672624,0.23135553019969196
80550,0.2342138363765917,0.23027348749569812
80576,0.23404677840905988,0.23065879362578415
80613,0.2329774346008787,0.23018964289326846
80826,0.23263773432886112,0.23124638691540308
80996,0.2327729534022839,0.23287987595709503
81015,0.23176704679423824,0.23246717759795313
81117,0.23069304165835347,0.23165954830599406
81381,0.2322195929251864,0.23107607213987416
81494,0.23378327396668266,0.23263015397707668
81529,0.23322809962734903,0.23233937469753513
81952,0.23487811807480205,0.23160216164358444
82080,0.235066295993306,0.23172322763071274
82736,0.23516916165343987,0.23057346459809847
82770,0.2350161555603711,0.22999133188613652
82831,0.23510073596916364,0.22927887190841378
82849,0.23554856850978037,0.2289911183702455
82924,0.23630788969958477,0.22871190552284057
83075,0.2359602423255931,0.22887913375238375
83127,0.23577717177908122,0.22867395499733606
83267,0.2349500297234996,0.22749822913738932
83510,0.2348346745890296,0.22742234059464153
83762,0.23461276105724901,0.2293362514227487
