Step,worker1,worker2,worker3,worker4
11102,0.080464981,0.004742219,0.012355587,0.028798398
11419,0.162336543,0.010263334,0.060253918,0.026572999
11472,0.279499382,0.038149633,0.04146995,0.062603593
11532,0.184689805,0.007517553,0.039646402,0.125044987
11566,0.054587558,0.001908416,0.024169425,0.144699603
11685,0.035244115,0.004787686,0.012743588,0.174626574
11759,0.073363684,0.007312203,0.057986274,0.040322747
11969,0.21413061,0.006206647,0.070585795,0.016160879
11974,0.148805112,0.002389207,0.039572392,0.064589456
12164,0.06880644,0.016052496,0.045458879,0.050481476
12290,0.067272186,0.037169252,0.02246099,0.030479254
12671,0.07961563,0.002257046,0.080728598,0.02497101
12877,0.276814252,0.002461892,0.117883481,0.015892917
13034,0.203385308,0.000844077,0.050285116,0.044557795
13061,0.162508145,0.006595646,0.054943342,0.02503241
13546,0.130606025,0.001618888,0.063067071,0.024938941
13597,0.197937042,0.038401645,0.015129561,0.081641175
13620,0.103070855,0.011337782,0.055089585,0.074829578
13810,0.094453543,0.002807876,0.024934959,0.106384642
14080,0.177352846,0.047091279,0.015377664,0.095262468
14221,0.159294412,0.002538317,0.083071902,0.097483888
14294,0.1654955,0.006316545,0.091869935,0.084685937
14338,0.185486346,0.039467685,0.059170105,0.060365953
14447,0.040294636,0.002651112,0.041720491,0.073533773
14638,0.085728966,0.012681648,0.03855855,0.111558676
14668,0.160972804,0.002752604,0.05064987,0.060962204
14779,0.137514666,0.010012928,0.041756827,0.07716535
14873,0.104094155,0.002082396,0.063902311,0.051823679
15473,0.189524144,0.011283081,0.044015683,0.061566368
15507,0.19888097,0.004528597,0.082076877,0.065784611
15740,0.24745661,0.007663464,0.055261701,0.067388542
15764,0.123563401,0.022428229,0.020376667,0.079932943
16116,0.080415949,0.002303921,0.048163563,0.051258452
16249,0.300297379,0.0139773,0.073219389,0.036188014
16321,0.24256967,0.010949973,0.038358137,0.057995345
16809,0.192076802,0.01580905,0.021207698,0.069018587
16857,0.196031719,0.001057205,0.035958324,0.037164126
17066,0.095771126,0.005231563,0.054902848,0.033607628
17097,0.09396778,0.014773367,0.07782983,0.190396279
17317,0.038893376,0.007048937,0.066987738,0.037900507
17339,0.018521912,0.006011561,0.021374483,0.046269275
17543,0.250418425,0.001455213,0.026787348,0.054217763
17557,0.148529083,0.005986906,0.011793938,0.023745868
17586,0.054593984,0.008847823,0.060050286,0.109847352
18451,0.11874754,0.012734069,0.018456295,0.073755428
19116,0.193438172,0.003626823,0.035823174,0.084832162
19169,0.067820713,0.002934245,0.027874019,0.08610636
19531,0.173515975,0.001474382,0.017602019,0.061832815
19640,0.072299786,0.001498988,0.027744528,0.059300166
19654,0.038495824,0.002719887,0.056853037,0.097707763
19731,0.184525043,0.02998252,0.025887687,0.081100099
19846,0.12158487,0.002334895,0.030935951,0.043432958
19995,0.04825604,0.003363597,0.039877266,0.068072215
20053,0.050843004,0.00050489,0.029733147,0.05069482
20062,0.230134159,0.003855743,0.152615041,0.02488292
20138,0.147112727,0.003297191,0.080657527,0.09141846
20244,0.102874085,0.002031076,0.026113186,0.065654904
20252,0.110020712,0.002666334,0.036242962,0.120109484
20323,0.182333186,0.042439021,0.130305499,0.062027521
20440,0.179960161,0.000950148,0.076778859,0.055335619
20539,0.083756775,0.012994095,0.028480399,0.060025003
20540,0.055085853,0.001706247,0.032684036,0.042092267
20578,0.161870718,0.006093635,0.137592986,0.032115821
20779,0.057198253,0.003741558,0.06415543,0.035836883
20782,0.090515494,0.013002286,0.018076051,0.022312798
20831,0.150726676,0.004347045,0.029542122,0.071509838
20855,0.061681073,0.001931223,0.049738541,0.062074699
21080,0.327317178,0.004129859,0.044724688,0.122842193
21144,0.044482872,0.020023139,0.066284835,0.034186717
21232,0.032815769,0.000683798,0.055259824,0.053273708
21319,0.082795411,0.005565401,0.018273482,0.174535841
21391,0.194917768,0.001756269,0.087358981,0.085276119
21523,0.164783627,0.009147221,0.080641896,0.086907849
21848,0.203696936,0.018154729,0.090651534,0.039542548
22245,0.136854023,0.001517945,0.033879861,0.031649876
22292,0.220186949,0.001377337,0.042982612,0.069917768
22330,0.038285799,0.00154686,0.112476468,0.066249937
22358,0.1429452,0.001528127,0.091775477,0.112119108
22472,0.027575312,0.001123185,0.063364685,0.037479214
22840,0.213351458,0.002399441,0.034450002,0.032065168
23138,0.083111845,0.006122924,0.026615791,0.088941716
23148,0.03462828,0.002193419,0.005703145,0.13408725
23192,0.133758247,0.002575728,0.070831865,0.082998365
23218,0.03538914,0.002094997,0.032258824,0.055798095
23286,0.17835243,0.003166614,0.038089328,0.018779807
23361,0.195908532,0.009019759,0.043623976,0.055284388
23427,0.135537535,0.01689378,0.04744526,0.012178544
23540,0.192841247,0.0203899,0.094676569,0.025042558
23670,0.13557595,0.002311153,0.035934463,0.103684664
23681,0.040061496,0.00142387,0.020644512,0.052679952
23701,0.017030466,0.017566539,0.052131817,0.08324182
23938,0.207599401,0.000585873,0.066185348,0.066825062
24147,0.094296299,0.00218827,0.045210354,0.115371488
24282,0.143068492,0.00170756,0.046991393,0.057241894
24284,0.142286807,0.030717453,0.094189368,0.068799846
24322,0.097805299,0.004536407,0.064180106,0.107608989
24345,0.140949741,0.001283472,0.05259357,0.048157457
24621,0.19488728,0.006968302,0.057163134,0.094572626
24719,0.187421918,0.000359949,0.025766378,0.086681902
24727,0.18884176,0.002328325,0.062524475,0.06709592
24901,0.172666624,0.006979052,0.075022303,0.014532839
24934,0.128944233,0.005881228,0.030126389,0.071299836
25008,0.119708478,0.002679188,0.097805262,0.066160575
25253,0.156426951,0.004715712,0.074748017,0.047149245
25332,0.1180709,0.00118154,0.053114764,0.073302828
25391,0.059282187,0.002407114,0.038708434,0.056767922
25812,0.15069297,0.001667811,0.05905436,0.048642632
25847,0.056676142,0.018029667,0.057958204,0.058848072
25921,0.081179366,0.003617918,0.027974445,0.03018059
26066,0.038600981,0.001052474,0.079332799,0.015938146
26155,0.090667523,0.012643795,0.04630895,0.021697506
26303,0.051871054,0.001745133,0.026943989,0.070199825
26470,0.065888539,0.008623786,0.048793517,0.051709384
26797,0.066285044,0.000905381,0.02891697,0.030029338
26798,0.15343903,0.002475315,0.037710562,0.069247827
26829,0.146447212,0.000517434,0.03461653,0.013602126
27142,0.058931127,0.000943498,0.032732863,0.059211455
27154,0.046360962,0.000820409,0.04198565,0.037211407
27158,0.185330138,0.012631053,0.007031935,0.127471909
27159,0.180350289,0.001930735,0.041265409,0.057298973
27274,0.120144337,0.003875556,0.022758435,0.024828441
27505,0.142967582,0.0172855,0.041994046,0.02851296
27603,0.149859369,0.015302297,0.049684282,0.041081965
27638,0.100947559,0.001346556,0.030964589,0.041458048
27825,0.149660379,0.001666181,0.022747843,0.078279331
27916,0.121255338,0.003417127,0.014508825,0.081400193
27968,0.052353676,0.00644375,0.030503444,0.144717947
28438,0.183188498,0.009332286,0.042988494,0.028473444
28451,0.167701095,0.001937731,0.060675655,0.028029818
28543,0.063524261,0.002625007,0.020088412,0.054260619
28572,0.054595202,0.016593091,0.014498482,0.060818333
28970,0.084655762,0.000638816,0.040970273,0.027685124
28996,0.111406595,0.001607989,0.057794698,0.029608985
29062,0.053373463,0.001007808,0.039937682,0.071263514
29201,0.16433847,0.002404843,0.067558616,0.013444136
29263,0.170964062,0.001853311,0.021627987,0.076467469
29471,0.018661577,0.007419751,0.032299124,0.01718404
29487,0.300990939,0.001802974,0.032570928,0.054845862
29561,0.067834981,0.000886793,0.023965359,0.042953696
29611,0.176037669,0.011922095,0.076225176,0.088167995
29829,0.175741643,0.00109569,0.024573529,0.069032826
30005,0.029785592,0.00278515,0.039722998,0.036902178
30031,0.096244179,0.000962302,0.039814722,0.128376231
30092,0.021016575,0.002527628,0.052524716,0.042604346
30174,0.219712645,0.002179798,0.102583207,0.090512499
30243,0.117927946,0.00654078,0.048375517,0.055111911
30327,0.162622541,0.001148946,0.040288616,0.09451849
30470,0.091987118,0.010405749,0.011856416,0.057315692
30612,0.057168029,0.014227743,0.044152968,0.059776828
30706,0.130720437,0.04481915,0.180367887,0.053063042
30720,0.148177013,0.001945288,0.029224422,0.081789091
31406,0.069364108,0.001829596,0.024013568,0.044367302
31443,0.155753762,0.007336713,0.03183727,0.035917848
31696,0.077237092,0.001354293,0.02875335,0.052398384
31880,0.04390391,0.002960097,0.03235602,0.066182643
31936,0.048804898,0.023137288,0.027813219,0.036667466
31945,0.151326656,0.024143025,0.041686207,0.052512292
32004,0.171569049,0.013441809,0.152244747,0.059918635
32174,0.129725143,0.001619174,0.03920652,0.025020447
32207,0.13973999,0.001455703,0.024114724,0.101438947
32435,0.140037566,0.004190491,0.031740971,0.033675104
32542,0.047575671,0.000635014,0.052006245,0.031398602
32657,0.197948694,0.002011091,0.024961442,0.04952189
32762,0.044772908,0.005965168,0.076648071,0.037510805
32894,0.038278367,0.004166001,0.031168846,0.090899892
32902,0.072603986,0.009497975,0.011698325,0.047156841
33034,0.178719625,0.000368273,0.022970682,0.033844389
33152,0.054927453,0.004470057,0.048544433,0.083468333
33179,0.166950673,0.01837619,0.025680441,0.126002014
33181,0.049736582,0.000439281,0.052561432,0.125416145
33271,0.123482436,0.003695986,0.043075036,0.086693697
33341,0.170122594,0.006651898,0.043489754,0.082921535
33375,0.040511388,0.001575919,0.053910822,0.041899711
33403,0.112708755,0.011288072,0.034090012,0.02618644
33728,0.157241806,0.000878853,0.051691864,0.049964521
33737,0.088993475,0.000681008,0.043783199,0.0588305
33749,0.126577437,0.000613745,0.020618377,0.037767861
33768,0.134542733,0.017059766,0.070028998,0.041173644
33785,0.050383218,0.002019653,0.023345221,0.016561188
33839,0.037263636,0.001486193,0.063334562,0.071933016
33851,0.141472995,0.002752106,0.047101591,0.023111098
33876,0.01700078,0.001662,0.025397649,0.027399799
33913,0.144950643,0.006965788,0.044747151,0.092745647
34017,0.152432591,0.001174132,0.054749794,0.052677792
34036,0.069853373,0.002496524,0.034613885,0.044836637
34141,0.051658891,0.005237547,0.022191837,0.061348945
34362,0.058605131,0.002497648,0.048879333,0.030565092
34383,0.18463178,0.019397115,0.034119152,0.052939992
34525,0.149612963,0.001728511,0.063422851,0.056731831
34599,0.119080484,0.004067333,0.03544189,0.026447248
34783,0.059811763,0.002620321,0.020864703,0.030871345
35333,0.143518403,0.001829847,0.090161487,0.030962396
35354,0.107067257,0.00105042,0.021034058,0.070793785
35362,0.244607061,0.037882622,0.045598701,0.062384605
35377,0.267640054,0.003135834,0.04351902,0.041398533
35483,0.261745155,0.007665416,0.066878036,0.050302856
35573,0.119123287,0.001080407,0.048264582,0.047321286
35771,0.134806991,0.000752718,0.060823373,0.070844024
35778,0.035387337,0.00377332,0.026285589,0.045165971
35849,0.173656031,0.000788675,0.036765438,0.021505395
35953,0.107255116,0.046984106,0.017689545,0.06602513
35970,0.175597802,0.000543313,0.019486368,0.11569646
36037,0.128740296,0.002191755,0.079444453,0.060098276
36246,0.099698365,0.002073057,0.041205317,0.038613584
36275,0.112103537,0.001641875,0.028393324,0.055608153
36629,0.096879594,0.002243692,0.079575352,0.023632295
36659,0.125237212,0.00322727,0.050998628,0.024275154
36767,0.092842028,0.003779727,0.023247305,0.071846128
36819,0.08529897,0.001712269,0.022504287,0.053527154
36850,0.181498811,0.00273667,0.049749825,0.031258374
36907,0.073183343,0.001228545,0.040360961,0.055065893
37202,0.147417963,0.003459023,0.049710914,0.103931054
37455,0.179858953,0.02633119,0.019366622,0.07228215
37489,0.184350789,0.003491704,0.079234838,0.032913096
37764,0.157058761,0.000446087,0.033689927,0.031315546
37876,0.067354523,0.001890104,0.027237769,0.057873875
38192,0.09683378,0.011753004,0.056856833,0.044328
38439,0.090562306,0.000889028,0.031472638,0.038668852
38455,0.134697825,0.000484447,0.045780197,0.005321641
38720,0.115822196,0.002266486,0.03992822,0.044964828
38840,0.164791062,0.015854565,0.033145986,0.085934296
38981,0.045123681,0.00171656,0.021360427,0.054977052
39005,0.046920277,0.002829261,0.053864639,0.022488387
39296,0.220509291,0.00064699,0.104349412,0.094461158
39702,0.189499915,0.000732339,0.047602013,0.104705811
39730,0.078032471,0.002094305,0.066884704,0.043933474
39781,0.105107039,0.003344964,0.034280725,0.031480566
39878,0.086824983,0.010210697,0.046285219,0.045797065
39909,0.20637998,0.001286522,0.025042223,0.052265625
39914,0.067420237,0.000793945,0.040723071,0.047339484
40020,0.086046875,0.001794479,0.094774209,0.020455576
40296,0.142162323,0.000623453,0.034778047,0.03982836
40500,0.245014817,0.000911175,0.142375156,0.027797177
40647,0.089582443,0.003254378,0.027405247,0.070262916
40663,0.130627006,0.001319081,0.09975522,0.040636234
40667,0.117918551,0.029995289,0.054391056,0.028424237
40700,0.100237049,0.000638501,0.052294225,0.116175681
40720,0.042715069,0.00135297,0.011667417,0.033157256
40793,0.191625565,0.001378797,0.053986721,0.143120021
41040,0.072905406,0.010476613,0.043368921,0.01714802
41244,0.033344962,0.001179103,0.054197691,0.016590251
41271,0.048519231,0.002712453,0.085756376,0.099240653
41341,0.288639098,0.010822977,0.04871846,0.056512691
41539,0.054225057,0.002019153,0.06320218,0.058661763
41555,0.031714823,0.007357825,0.065159276,0.020049276
42013,0.114135228,0.001196605,0.104588896,0.013018865
42134,0.152347803,0.011972056,0.044421598,0.10292463
42244,0.0564158,0.001310261,0.027792916,0.032031704
42450,0.23841542,0.000831817,0.034409102,0.025194671
42468,0.080119915,0.005381938,0.027985858,0.026313674
42678,0.102191657,0.001250644,0.028741445,0.036368728
42981,0.100352459,0.000824303,0.018485442,0.026096392
43278,0.168211073,0.001779672,0.051721342,0.082290925
43518,0.184597477,0.001749357,0.030677008,0.104205519
43553,0.029742684,0.009130406,0.024155172,0.07206396
43607,0.114659384,0.001698808,0.026740456,0.019274315
43639,0.100687966,0.000714056,0.086548775,0.065155037
43711,0.100294404,0.000791834,0.040773325,0.04587632
43738,0.190621704,0.00437889,0.038394783,0.024085686
43742,0.097598054,0.003080175,0.03042311,0.099610969
43805,0.166257307,0.001505194,0.062042229,0.058524862
43993,0.11183174,0.000859167,0.059615694,0.053909451
44073,0.085542634,0.0287704,0.059730854,0.092100218
44200,0.057064533,0.001288648,0.016913347,0.061018601
44207,0.203799471,0.0014248,0.035624932,0.05272264
44251,0.030019473,0.009631841,0.04856367,0.034186006
44304,0.147690326,0.000611156,0.029604135,0.100851268
44585,0.05070949,0.010062804,0.100039944,0.035151005
44802,0.040346481,0.022268962,0.021075998,0.077227056
44816,0.206736952,0.007495458,0.02067326,0.036030382
44964,0.082764953,0.001036828,0.052462954,0.074618936
45310,0.090230882,0.000694976,0.048040092,0.06940569
45319,0.073583648,0.014636426,0.028167019,0.03727375
45372,0.074968629,0.001715198,0.036075998,0.027813517
45507,0.049254969,0.006152119,0.036895853,0.021428302
45658,0.077833638,0.003039928,0.043489132,0.02165599
46033,0.108174987,0.00900213,0.048399832,0.024889193
46090,0.033075478,0.005447859,0.062636018,0.010551619
46169,0.03889855,0.002057758,0.04460692,0.06710647
46205,0.044265248,0.001205593,0.037741922,0.13120155
46318,0.049337082,0.000749873,0.069581389,0.066647507
46334,0.146512672,0.000933029,0.034841876,0.112163663
46413,0.134504259,0.005642403,0.059897326,0.029184561
46499,0.109940976,0.019885954,0.019277288,0.022320325
47241,0.105447173,0.007036607,0.021283565,0.032405257
47301,0.141753241,0.014314668,0.048558816,0.033245221
47321,0.044958159,0.003891719,0.089724183,0.044559747
47489,0.08756718,0.020579856,0.024537355,0.027995668
47585,0.296491712,0.001039165,0.059489623,0.038386546
47638,0.152808815,0.001358979,0.082383543,0.014523197
47669,0.179032683,0.001888687,0.04345993,0.044413839
47705,0.149244994,0.000674317,0.049754187,0.05858063
47744,0.113589868,0.000826311,0.071266688,0.044046514
47882,0.082752064,0.001745167,0.052602522,0.039237965
47947,0.064042084,0.010128222,0.017366996,0.092208445
47970,0.213841617,0.000983736,0.023512563,0.044799767
48076,0.101515956,0.006016867,0.055214036,0.026835334
48181,0.058838889,0.005680145,0.014885118,0.030770179
48227,0.121422455,0.003312424,0.053450093,0.047475979
48522,0.18614009,0.00535739,0.086315185,0.019639827
48844,0.026231416,0.014605173,0.055537529,0.036961239
49272,0.282968789,0.000302929,0.083002716,0.055021718
49326,0.035767578,0.004918471,0.031316977,0.042429544
49351,0.052599326,0.001355186,0.063995175,0.105508223
49477,0.120313734,0.00762744,0.039452437,0.052530549
49558,0.216673076,0.002880136,0.068898499,0.016561093
49619,0.161615878,0.002136091,0.01710554,0.020573504
50006,0.104170956,0.004674163,0.020372916,0.028500002
50056,0.04423061,0.000611763,0.076802678,0.073665977
50149,0.125277385,0.066164806,0.031683218,0.044089086
50165,0.145284057,0.002023321,0.049021516,0.103178322
50195,0.251214415,0.000784511,0.031083236,0.045386769
50268,0.105759352,0.002369872,0.045650005,0.056638211
50629,0.196815252,0.000918167,0.052973144,0.076531835
50819,0.027719181,0.005374369,0.045314811,0.054467935
50979,0.06746608,0.000912121,0.028164918,0.068846293
51134,0.061255105,0.001947176,0.020818049,0.056709547
51227,0.111132532,0.004379638,0.023943905,0.021646954
51282,0.08022216,0.002674898,0.04023451,0.06238367
51342,0.044820011,0.001677752,0.036084324,0.072347581
51750,0.112517312,0.001026581,0.022600615,0.035930332
51798,0.093260564,0.000692239,0.048073925,0.092975706
51806,0.053904969,0.001958419,0.084056802,0.009989109
51954,0.139314607,0.00086503,0.029440127,0.097063273
52001,0.122836441,0.012948814,0.049726631,0.034218818
52067,0.084757082,0.001151216,0.033621579,0.045632377
52237,0.199739262,0.000608654,0.079693303,0.05273512
52292,0.073334008,0.000527394,0.032961283,0.071503207
52353,0.022846818,0.007030456,0.032857716,0.031579867
52510,0.110054076,0.001377117,0.033093188,0.080487326
52528,0.202137455,0.00076137,0.032771673,0.045078307
52682,0.040092967,0.001783141,0.020115834,0.010056916
52906,0.098108105,0.000990884,0.039988637,0.056472808
52939,0.104076825,0.003911593,0.030126018,0.07689397
53092,0.091518924,0.001381517,0.040003754,0.138221741
53107,0.161835313,0.006033862,0.049802151,0.042146821
53468,0.2119205,0.085431136,0.02935461,0.04142417
53706,0.152200148,0.001221969,0.021334119,0.04590968
53713,0.040032398,0.001117533,0.087377518,0.02544637
53717,0.055836946,0.000782981,0.024250738,0.089386165
53721,0.06009949,0.000526466,0.02833911,0.036084577
53862,0.051621623,0.00250346,0.073637977,0.052887164
53906,0.101038337,0.003977539,0.05895362,0.040193744
54072,0.151870847,0.041326929,0.055958401,0.022884194
54087,0.035634864,0.005717925,0.034331605,0.032565653
54108,0.238420844,0.001815707,0.046240557,0.043856408
54123,0.128479078,0.000473154,0.039128058,0.033237778
54241,0.01251013,0.001186641,0.051148228,0.013542436
54691,0.069547936,0.000554396,0.051589906,0.033587843
54807,0.075166419,0.001729606,0.027470615,0.086425632
54937,0.155192971,0.001243806,0.053602729,0.039765541
54982,0.165559292,0.000516176,0.081305176,0.039014962
55193,0.138005808,0.011823843,0.026994281,0.042820551
55299,0.021848075,0.002411519,0.03043738,0.010189146
55302,0.191057324,0.000602524,0.023266956,0.033854302
55328,0.166665226,0.014168954,0.075958714,0.019581428
55359,0.108712643,0.000924324,0.030986423,0.032388117
55543,0.026162144,0.003800642,0.022356326,0.043667391
55551,0.050630346,0.001305767,0.111765891,0.027733102
55713,0.087582357,0.009485517,0.01062179,0.058241047
55766,0.058483057,0.00227422,0.038571902,0.048769571
56091,0.077238783,0.000315841,0.023264285,0.031567354
56337,0.189688742,0.001445626,0.05233068,0.090900555
56507,0.119428545,0.013777182,0.034380015,0.027729211
56521,0.056303799,0.003035124,0.051524676,0.040759102
56608,0.223113105,0.002480296,0.02497321,0.014605053
56787,0.086354576,0.02707619,0.01762991,0.033612613
56820,0.099138528,0.001340498,0.051616393,0.075659648
56999,0.11923153,0.001625012,0.020132793,0.04340551
57299,0.050059892,0.002981317,0.027566075,0.035146292
57305,0.025040619,0.001391696,0.021814052,0.011872916
57484,0.015978763,0.005195593,0.020204013,0.052022215
57760,0.030632418,0.000654597,0.038706832,0.127285838
58295,0.178798586,0.006275115,0.062098131,0.015666205
58440,0.101289198,0.000396132,0.070196025,0.019467559
58556,0.221669734,0.004444283,0.018993687,0.032446846
58641,0.161071226,0.001120459,0.027328756,0.032661095
58719,0.094633251,0.001981574,0.048016846,0.031279925
58746,0.101220936,0.000844458,0.030989774,0.049685311
58763,0.082063317,0.003322129,0.036204312,0.041377448
59030,0.073292755,0.000890678,0.034650676,0.035439108
59264,0.046194296,0.001293317,0.085730188,0.071477741
59311,0.113459453,0.000763484,0.02012622,0.032798521
59432,0.084885873,0.008708505,0.023222486,0.085818358
59640,0.146190271,0.015353851,0.030321501,0.087494269
59670,0.109386146,0.002542307,0.016643094,0.077810436
59737,0.092917077,0.000314567,0.060137503,0.058438666
60179,0.114613347,0.000643174,0.058808353,0.047350839
60185,0.045609526,0.001625075,0.082191058,0.108802147
60207,0.114197075,0.00391183,0.032018073,0.048752386
60297,0.099217065,0.000653799,0.075209931,0.033497307
60475,0.083380058,0.001148275,0.028053895,0.054591686
61122,0.083469026,0.001645739,0.032530263,0.089035295
61205,0.09011849,0.000638268,0.022155505,0.055869728
61276,0.169434339,0.001826568,0.059635699,0.042096965
61438,0.078217857,0.003781151,0.010792061,0.066434577
61534,0.092140391,0.00555262,0.088515848,0.050855488
61680,0.110852361,0.007085734,0.032290928,0.019954294
62139,0.033792987,0.004671622,0.0458645,0.035245359
62219,0.051835686,0.001225426,0.05602733,0.034610294
62516,0.054959968,0.000924979,0.016078172,0.030851997
62547,0.062059052,0.000559736,0.062643699,0.075638965
62555,0.124739915,0.034236193,0.006438935,0.041289039
62874,0.087321624,0.002349162,0.032101318,0.082516946
63024,0.150039256,0.00129244,0.033239663,0.025107302
63220,0.06619513,0.000652772,0.043634139,0.014063095
63358,0.041622918,0.002001826,0.095644265,0.017310463
63428,0.060094632,0.006097178,0.113366187,0.07269112
63429,0.125059396,0.001054195,0.053609654,0.025338598
63513,0.045188673,0.001540858,0.04296077,0.061231084
63671,0.141446754,0.000959714,0.023095325,0.03613577
63865,0.041952126,0.000273487,0.021705814,0.010922063
63988,0.095061958,0.00150238,0.040323675,0.112708524
64098,0.209255427,0.009384967,0.041516628,0.019989293
64225,0.101101391,0.000519551,0.062541924,0.020509655
