Step,max-g,min-g
24345,0.3858045914175894,0.4278322245021663
24621,0.38970339244670993,0.43117152212705795
24719,0.3856945643743744,0.427922285920705
24727,0.3841413090056557,0.4178010018746698
24901,0.3919679987553729,0.4186743838309363
24934,0.3962050462676043,0.42530709163938946
25008,0.39839996455422405,0.41997541460742
25253,0.3975130258265128,0.41518419582704896
25332,0.3986997993351872,0.4210723153856965
25391,0.40160287441842785,0.4244982333664117
25812,0.40325020324750643,0.42251389474809115
25847,0.40341573648513107,0.4224321294606866
25921,0.40699715921087454,0.42020052238765226
26066,0.4041605883003308,0.41417278386826967
26155,0.4050041922353143,0.4134647425248562
26303,0.40030479272354863,0.4090772079986134
26470,0.3986033305373712,0.40076830654868273
26797,0.3944302866605026,0.39220112327124856
26798,0.3932491368274775,0.4106918819076862
26829,0.3915121897861036,0.4185076023123019
27142,0.38801423284679837,0.4112364929466868
27154,0.38756329960445846,0.40532846129935246
27158,0.3861150313242355,0.40660526688438486
27159,0.38596253495802374,0.4095445793901656
27274,0.38494146026012255,0.4074887082706573
27505,0.38440793004711643,0.39890970720712443
27603,0.3806043643447606,0.4064035419467682
27638,0.38675719197752256,0.40891394949942983
27825,0.38984319427864644,0.41381047807445837
27916,0.3917455257647141,0.4158068379707354
27968,0.38596916722647845,0.40848893392219865
28438,0.39831610221515457,0.40506336682608873
28451,0.39387035930439684,0.40459466393478427
28543,0.39935946398917704,0.40768153313804506
28572,0.3921651580897182,0.4143896927811428
28970,0.39002326943523224,0.40842314154208564
28996,0.39041155901347063,0.4068904490149814
29062,0.38742286871279713,0.4091410430642323
29201,0.38374348692715726,0.4186428917110207
29263,0.38143715563079944,0.41510643422546967
29471,0.3845291449492595,0.4253896203141962
29487,0.37545330880179656,0.41954014999848643
29561,0.37163743061170673,0.41460793504856214
29611,0.3707238957311214,0.42034028394613404
29829,0.3832536000945653,0.41625429989882734
30005,0.37858456433983706,0.411441697803886
30031,0.3712120374728452,0.4142409130136917
30092,0.37217999144920294,0.4094884014130071
30174,0.3675580458267428,0.4096985558923567
30243,0.36743806548540564,0.4086128746477389
30327,0.37128270876113534,0.4192618331653519
30470,0.36987236092307857,0.41569084040708437
30612,0.3664662714269246,0.40738209668673014
30706,0.3648355500555784,0.40644742900239367
30720,0.36992418090279944,0.408324122052274
31406,0.36856611770765946,0.4027460034996602
31443,0.3620451740222765,0.39866448842467717
31696,0.3619762976211627,0.3952651365034433
31880,0.35986389254010454,0.3920403953782712
31936,0.3571802150130993,0.39616399255935764
31945,0.35844715461244436,0.38828985428138973
32004,0.35448470538182214,0.3813644256173202
32174,0.35859319256273103,0.3790143386364542
32207,0.3604821458845945,0.3856288019046315
32435,0.35856928134036475,0.38585627945939993
32542,0.3670137745233465,0.38178819348642995
32657,0.3649943829471792,0.39032497936210847
32762,0.37851222879982027,0.39752732304400307
32894,0.37910044340982924,0.3963587031418029
32902,0.3856166704393378,0.40173110348471275
33034,0.38760341941737086,0.40123344496047714
33152,0.3836696803965023,0.3988712110624533
33179,0.3893196684266772,0.40527796095933066
33181,0.38661532770534335,0.4078542379613641
33271,0.3960248183200762,0.4040538409132959
33341,0.39332358670407236,0.41548008836763106
33375,0.3918271293188687,0.42870500249924953
33403,0.39179630810292526,0.43186592642428706
33728,0.38552930354777903,0.4365804961030727
33737,0.3807659420203901,0.4305024352979191
33749,0.3787980262693706,0.43491208723302316
33768,0.37443585050590206,0.431206156421372
33785,0.37267803608060696,0.4210510513503034
33839,0.3693504476265766,0.4195985772327882
33851,0.36683605924524776,0.41645312697114883
33876,0.36189528928298537,0.4207728601725914
33913,0.36945611926883615,0.41956499241396183
34017,0.36643812715539437,0.4161700638432637
34036,0.36959387834762464,0.4122765691011005
34141,0.37046910898024343,0.4100148170460455
34362,0.3653348326312313,0.4015363106937432
34383,0.36079534764966975,0.39870428715905604
34525,0.3618671956671862,0.39872581055110323
34599,0.3664433598338269,0.40722035742354806
34783,0.3626273888421356,0.4002119884523706
35333,0.3626881616500288,0.40308027132975205
35354,0.3594106672675274,0.39794005981326447
35362,0.36788792475415105,0.40204682182260126
35377,0.36967672816644354,0.3999173672814712
35483,0.3694501252581214,0.39507991971739764
35573,0.3624955698952153,0.38664246158152776
35771,0.36478983770045453,0.3843764328024514
35778,0.37199879326543184,0.38093812861232884
35849,0.36967594930216024,0.3721811169817124
35953,0.37095334908705224,0.37067899948262684
35970,0.37186816278269963,0.37282140755849547
36037,0.3685281375435646,0.3715974759805707
36246,0.3614244279163864,0.3675705411315422
36275,0.3647071307705671,0.3645582509249651
36629,0.36216290858203876,0.3661523666787168
36659,0.36397400660293683,0.37159930184478096
36767,0.36026189482279,0.3694882029025419
36819,0.3585371222816505,0.3650283587074148
36850,0.358202228367568,0.359904792272044
36907,0.3582303195491896,0.36445717915844184
37202,0.35194667882173014,0.35516370395051977
37455,0.3517196105806436,0.35033149375299383
37489,0.3491481026516114,0.3497173986153441
37764,0.3521267162190308,0.3459887307345769
37876,0.35078538825807926,0.34144264374784805
38192,0.3493691230951753,0.3380858845604557
38439,0.34610687524041656,0.3326283673324329
38455,0.3501601317283957,0.3287170808158112
38720,0.3509922627419759,0.33296395657502065
38840,0.35002929605487715,0.33280786179626964
38981,0.34786792105213327,0.3320420631564561
39005,0.3429473243995266,0.3283954765986333
39296,0.34662906952955025,0.3267121286687016
39702,0.34368942275307274,0.33882187333526653
39730,0.3413301973654191,0.3403256053685032
39781,0.3431117862971481,0.3700829376000781
39878,0.34012551298229066,0.3678662754700742
39909,0.3418837138331761,0.36225915039657053
39914,0.3385116856415173,0.367081249576742
40020,0.33855867000944145,0.3652927960979049
40296,0.33800260060896936,0.36512860574300965
40500,0.3430040765785209,0.36367968390585914
40647,0.34262468859959483,0.36105160156056615
40663,0.33550824001961504,0.3606164765825378
40667,0.3390869037686343,0.3628778067034109
40700,0.3349982986302026,0.3629726396682404
40720,0.33840939254869246,0.36851824873482836
40793,0.34305497862125783,0.36579994239808694
41040,0.342484758940195,0.3613383316281826
41244,0.3524595283431852,0.3771180049467735
41271,0.35284616982602596,0.37305419534943485
41341,0.34999492083472467,0.3688336088819631
41539,0.3535352954929884,0.36755896618786493
41555,0.348836834168339,0.3700804120284717
42013,0.35417110290992204,0.37163714227704814
42134,0.3605117747144259,0.37338728331319576
42244,0.3663488757287046,0.37002419224753597
42450,0.3626773690422694,0.37734027853515917
42468,0.35916823479015586,0.3762335950584012
42678,0.3632180826506481,0.3747543350554811
42981,0.35931150861811567,0.3765221032527071
43278,0.3597704858872099,0.3775314865900717
43518,0.3562049728428494,0.3676935722105681
43553,0.35307225175070694,0.3635173057500397
43607,0.3485044053131716,0.36678855211253775
43639,0.34445408884751305,0.35907498085691086
43711,0.3455833580051374,0.3640801303640653
43738,0.3478369451048805,0.358578338545862
43742,0.34551484479963646,0.3586765394685689
43805,0.34505557260965464,0.3616913907451405
43993,0.3604646551791719,0.36532602955788346
44073,0.3607364124702133,0.35676998112998926
44200,0.3628512784967026,0.3559727346234898
44207,0.3609526983718675,0.3502704358423153
44251,0.3559270630532741,0.34449285775019955
44304,0.3621051285506104,0.3437074530626896
44585,0.35869617812307986,0.33989352860955513
44802,0.3556355414169259,0.3372943782290774
44816,0.36006107664607956,0.33811100166762353
44964,0.3569800218137756,0.33687150428424234
45310,0.35813955587308677,0.3354901785700302
45319,0.3551427514794324,0.3348325509915287
45372,0.3588611957054608,0.34161998659195225
45507,0.35218588887018776,0.33819291081235464
45658,0.35065142322667836,0.33399996542173693
46033,0.34588567076534443,0.33607113575065006
46090,0.3435550185770772,0.33076119626311756
46169,0.34229778599822336,0.3271104742499617
46205,0.3413183091483122,0.3264172987874636
46318,0.34664555474089653,0.33135049799809047
46334,0.35321188150385174,0.3333352808981859
46413,0.35037762692865915,0.3283644397532766
46499,0.3504195554322262,0.3293184087156128
47241,0.3473233696106149,0.3267708076298321
47301,0.34386123623008413,0.3222034983983405
47321,0.34680283351857993,0.32945766772842344
47489,0.34428430169265095,0.3261050809420023
47585,0.3450824418580184,0.3263600222949022
47638,0.34789578806511745,0.3304596131301571
47669,0.3419206369118616,0.3293145920736492
47705,0.3420235998162685,0.33252823001996673
47744,0.34507244797545505,0.3314022716189684
47882,0.3408360031766823,0.33249754423801997
47947,0.34003946386784817,0.32839401442611893
47970,0.3417860184244558,0.325972470504813
48076,0.34056199425323297,0.3269734081795724
48181,0.3411905844405713,0.32683593457059373
48227,0.3415747181185428,0.324698204842064
48522,0.3385659000126156,0.3305780244999608
48844,0.3370828761619848,0.32972813402496276
49272,0.3337263233538856,0.3254105743237146
49326,0.3299319732861913,0.32479320880752893
49351,0.3291420002218817,0.3198079886171525
49477,0.32585897956078763,0.3205305691362949
49558,0.33014710018274823,0.32003803332948016
49619,0.3283937097236108,0.3237044425630062
50006,0.32697783803743025,0.32760296228485586
50056,0.3252342507355587,0.33175525827061303
50149,0.3211448221987808,0.33882935615708243
50165,0.31984108668884176,0.3463709864492283
50195,0.3204680053543997,0.34670178667676693
50268,0.3162012934366797,0.3533481940429286
50629,0.3216779607148457,0.3538286060407822
50819,0.32112306937910345,0.3570383639887431
50979,0.3218581135601483,0.358006519989306
51134,0.3186245314821409,0.3558077710398407
51227,0.32062370675803387,0.35267667698784866
51282,0.31699810172013215,0.3512788548384562
51342,0.32549102858412554,0.34963484184653343
51750,0.32869494275491923,0.34954026040420677
51798,0.3246620521171733,0.3456352845839964
51806,0.3241940383113146,0.34558519035479657
51954,0.3229395917957489,0.3478633293870567
52001,0.33026318385596143,0.3455015170677039
52067,0.32856902381316333,0.3419133127643187
52237,0.3255442922725052,0.34363355347610275
52292,0.3203429282588799,0.3438340654522976
52353,0.3178657875459359,0.34744154007968275
52510,0.3180861132186391,0.3455204309256986
52528,0.3174177501577071,0.3471474770794137
52682,0.3168235122498218,0.346165509325443
52906,0.3253011061873307,0.3473394525591708
52939,0.32758790567796414,0.35778012988121227
53092,0.32916944474406595,0.3552195843371517
53107,0.32629137820686266,0.3514287328202941
53468,0.3302977090965195,0.34878185817927937
53706,0.3271083270916935,0.34559649487031535
53713,0.3259344730371088,0.34698166347679954
53717,0.3244176717352534,0.3456716031029596
53721,0.3219680210984907,0.3471467475978116
53862,0.32147337694356615,0.34396842536792105
53906,0.3213152613463878,0.345647808399525
54072,0.32532710082906846,0.3424053471795488
54087,0.321646394687615,0.34579904352057134
54108,0.3184668742032342,0.3482508142945428
54123,0.3172892010430725,0.3458697856798157
54241,0.31472716254091887,0.34535929244582486
54691,0.31103443401387293,0.3415574595235336
54807,0.31923150056317934,0.3418024531473569
54937,0.3184671042350204,0.33937788643998906
54982,0.3180016578232694,0.3375216276179896
55193,0.31952381888210596,0.3374636523870901
55299,0.3207920652880007,0.3352861916177356
55302,0.3211470414236006,0.3362927952868488
55328,0.3211154829024206,0.33200852262250635
55359,0.3243698851072996,0.333470559891381
55543,0.3225536671519346,0.33224964484681196
55551,0.3218780259943379,0.33213499515447137
55713,0.324326915094621,0.3300023273967478
55766,0.32969320408988995,0.3321443787769104
56091,0.3272225018853954,0.33463508408806486
56337,0.32426471794112566,0.3428765316336616
56507,0.31900980119406935,0.3413336486019785
56521,0.3151393278843659,0.3424493183718796
56608,0.31415187689014756,0.3418112694532856
56787,0.31842465254564023,0.3405500664806213
56820,0.3210127125183582,0.33438743860659026
56999,0.32380525089244033,0.3404803139762608
57299,0.3278746100978183,0.3388626386274477
57305,0.3243021948429274,0.3356863348960753
57484,0.320583371750781,0.3362895364512715
57760,0.32100695371324195,0.33519540172870793
58295,0.32311511037757984,0.33186105184227255
58440,0.32424615320870087,0.33466180690015895
58556,0.3191559500982658,0.334295833105151
58641,0.3180210498933525,0.3319483282998934
58719,0.31999362434868484,0.33009728873489874
58746,0.32332068363125055,0.3320785813481538
58763,0.32182591699968804,0.3275456657307461
59030,0.3224045531497036,0.33638130809420885
59264,0.3172262630422184,0.3330407214894984
59311,0.3143134688901075,0.3333324560650235
59432,0.3132436490956021,0.3364709070117723
59640,0.309336977790822,0.3342601764611837
59670,0.3101470830012809,0.3293147323381245
59737,0.3087035133512169,0.32874017367121827
60179,0.31011171323365605,0.3293375317376574
60185,0.31173468752197325,0.32852983690077453
60207,0.3168733449458746,0.3255190139557358
60297,0.31579426674858085,0.322312643757949
60475,0.3203377183611518,0.3223939911700515
61122,0.3229441665930942,0.33343591366154895
61205,0.3193271659134395,0.33362676672847147
61276,0.31901448041776753,0.3333935297920479
61438,0.3222858698968792,0.33320017155244547
61534,0.3194095549020352,0.3326842896248232
61680,0.31995378970693344,0.336186041093582
62139,0.3187150506715868,0.3363814688389029
62219,0.32018304973800743,0.3350635220469578
62516,0.31890287850110705,0.3317577587946099
62547,0.3191192821760517,0.3350565657048794
62555,0.3193318736672491,0.3370330039196354
62874,0.31986277573388666,0.33342096242365366
63024,0.32271526364719233,0.331391884702471
63220,0.3258689970148327,0.33406051806734743
63358,0.323550151164091,0.33081495436398006
63428,0.32091837730588646,0.33207654049578106
63429,0.31905590224059216,0.330497199670992
63513,0.32431778152856255,0.3274737900874424
63671,0.32037766200213447,0.32623889653307026
63865,0.32009181230202777,0.32804772185641673
63988,0.3199574083869264,0.3308327429635959
64098,0.31929073026758004,0.3322464567154161
64225,0.321095445504201,0.3308562005296453
64511,0.3161384858789909,0.33070214205316306
64521,0.31647332043504134,0.3327099520005049
64687,0.3169106359632893,0.3318023499004797
64889,0.3190223713151248,0.33604711495545575
65054,0.31667728099936854,0.338620539407683
65245,0.3117160193994001,0.3347198626372988
65292,0.30759399542943006,0.33378294190543384
65375,0.30925829895795853,0.33303241656016214
65450,0.3065884362100606,0.329775179832154
65481,0.30672428884955755,0.3297408313905463
65601,0.30776362205707963,0.3297993314210189
65643,0.30648471120422566,0.32626662039996795
65709,0.3076426470440144,0.32691263472996956
65907,0.3099938918918137,0.32410571824347106
66049,0.306692520297223,0.3316961234812975
66298,0.30459608143236183,0.33380699960723265
66647,0.30318013956074374,0.33212026227687097
66787,0.3142131777827066,0.33104822691302743
66948,0.31352807649357123,0.32843614841737606
66976,0.3122584789188927,0.3297017183465073
67021,0.31136240222294803,0.3284957734791819
67440,0.30969088151180063,0.3280200910052228
67474,0.3094218550362106,0.32542137345496164
67513,0.3076412726844001,0.32430317638221356
68263,0.3045766236501801,0.3259332250131029
68281,0.30265937826767114,0.32241363596244776
68378,0.3022315487542876,0.31968570361432536
68429,0.3010871351665732,0.3182657805836091
68512,0.2998962376582445,0.32070096935442866
68590,0.2978399967753323,0.3201668791367072
68929,0.2961337379365657,0.33068927482987187
68988,0.29526750158973747,0.3317495151383783
69171,0.2959087264102506,0.3296417405814594
69185,0.2964287303897381,0.3287546113023864
69455,0.2963169304202512,0.3300733040872671
69476,0.30332890979923866,0.33243371623290374
69662,0.3012558807092767,0.3327371358712586
69719,0.3007208366738129,0.32919990032769564
69798,0.29938010639012225,0.32762727996131086
69915,0.30202358217061614,0.3233716748132453
70462,0.3016448039620853,0.322040868672583
70493,0.29940094081398105,0.3243988486389539
70580,0.301015489823282,0.32230107045700623
70656,0.30066353068211793,0.32343344493415593
70915,0.299323665948012,0.32398068928744816
70996,0.2987120096506114,0.32468343397307575
71314,0.29888462051808085,0.32221615602442194
71428,0.2988946017921768,0.31887293582320086
71554,0.299053748302568,0.3212659323320408
71580,0.2974115752874396,0.3225342150654388
71696,0.29782287492306764,0.32416726106216687
71850,0.29846631537691426,0.32506729670905854
71906,0.29626230445806856,0.3211416453736056
71957,0.2970099592851651,0.32193000100492536
71979,0.29575660402090687,0.3251361224546791
72012,0.29406299486986154,0.3255167176319452
72037,0.2952711262263685,0.3236090254503479
72197,0.29551663936505007,0.3386341269778305
72275,0.29250605049679756,0.337732726228939
72297,0.29354303217195765,0.33395393956749203
72299,0.29526234051335976,0.3325397675891174
72401,0.2950657731376918,0.33189969265966157
72404,0.2996532469808072,0.3378704260266785
72558,0.2986636988817668,0.3383515826753446
72723,0.29848340708767845,0.3385863755415774
72873,0.29655259333329453,0.33417219931449854
73009,0.2957193445166298,0.3320537543487736
73179,0.2911076956907983,0.33026751323133496
73318,0.2913422409062584,0.32861683441976824
73789,0.2915020239609455,0.32736493239877984
73794,0.29146964696289823,0.33447367237884085
73841,0.2946705885647533,0.3312627700098988
73901,0.29525258583651565,0.32721860365940386
73924,0.29755211094468986,0.3239054252764337
74011,0.2967817133474554,0.325788193612612
74187,0.2985072680800826,0.3274452060319814
74194,0.29804226122607846,0.32965727163038233
74865,0.29662532056477453,0.3280107640988632
74901,0.2998515975865358,0.32626110869392
75140,0.299386565057209,0.322122090359224
75171,0.29959015045434856,0.3240926366412628
75469,0.29742617503163116,0.32159622820919964
75487,0.29508783213004963,0.32025703289873964
75567,0.29434572212354715,0.31790989315380264
75629,0.29467211786736974,0.3165838717461125
75697,0.29172701282400126,0.31760286230880685
75928,0.2910499454828012,0.3140436362933665
76056,0.29004581940866114,0.3147000922786982
76099,0.2885367404882281,0.3122071818647633
76218,0.28727913396381666,0.30906646462152515
76431,0.2894134240656258,0.3086774285904489
76482,0.2902256549623445,0.30663601156092646
76626,0.29083421241422724,0.30495297428288015
76673,0.2899940822435159,0.30388093731873617
76705,0.29141844443134013,0.30521858140279934
76790,0.28933842430977313,0.30585195953265937
76906,0.2875434118442845,0.3064071786060264
76913,0.2973234837520703,0.3045635490757251
76924,0.2969267453644667,0.30711371457193887
77198,0.29820940409624336,0.3078205149933419
77324,0.2991891223914312,0.30596304569367483
77460,0.29946372537185967,0.3052561447089911
77530,0.2984158739032667,0.30522061507354153
77643,0.29824025010810334,0.30619257106986447
77802,0.29731340055269817,0.3082335282663713
77901,0.2990946402250632,0.30803768980305274
78135,0.29808770356381004,0.3065162697629001
78208,0.2975256502856195,0.3053856809247551
78265,0.2955401879713385,0.30579641492851733
78775,0.29521678042277155,0.30406077383209146
78843,0.29382179425163296,0.30295550024048684
78920,0.29688015413905133,0.3059633089784625
78934,0.2996531262320987,0.3060665918295394
78973,0.2986751325704938,0.30671052813806243
79005,0.3001724795919691,0.31234255678115935
79309,0.29905298956237064,0.3110116758421014
79418,0.2994055775342521,0.30989131249999635
79597,0.29868283235753956,0.31462909052499655
79620,0.2966349258396626,0.3152094737487467
79812,0.29547026679767946,0.3166819366613094
79975,0.2995908715077955,0.31560977797824397
79998,0.30066031963240575,0.31612470422933175
80031,0.29943848960078545,0.31355630001786516
80035,0.2966697846707462,0.3136970898669719
80100,0.29651385578720885,0.31162182352362333
80165,0.2984776380978484,0.30889015714744217
80351,0.300069857542956,0.3090062732900701
80390,0.29935507921580823,0.3048022131755666
80406,0.2980032419050178,0.30333477941678827
80550,0.30008224965976693,0.30131412499594884
80576,0.2980551293267786,0.3029475033961514
80613,0.2952459526104397,0.30141515827634385
80826,0.2953070827799177,0.3081421914625267
80996,0.2945322232409218,0.3103420376394004
81015,0.29166950982887574,0.3084806757574304
81117,0.28870264208743196,0.30743609861955884
81381,0.29272594493306037,0.3062815467385809
81494,0.29320662983640733,0.3100156476016518
81529,0.29284170649458696,0.3079925766215692
81952,0.2973982280698576,0.30911244364049073
82080,0.2992602166663647,0.3082969620084662
82736,0.2999441164830465,0.30701638385804286
82770,0.30035818775889417,0.3076396243651407
82831,0.29786418282094945,0.3065272215968836
82849,0.301569224729902,0.3053066483670394
82924,0.3008083266934069,0.30572758504868747
83075,0.2990133171087366,0.30587289899625314
83127,0.29512053325329973,0.3023656463964405
83267,0.29437584644063475,0.29860306517661844
83510,0.296297750068603,0.3012969801677875
83762,0.2964656642651728,0.3103189626593981
83923,0.3045923672019142,0.3106598736264282
83971,0.30173644959181845,0.3089185662451068
