Step,bce,mse
24906,216.83704076177054,210.66363089175417
24963,217.71067264941644,211.94610857340334
25063,215.97532217953315,214.50383205872268
25120,213.34314532362652,212.45785080697817
25220,211.2185805989012,214.33091076558253
25277,211.40558957912097,212.58690573246605
25377,212.44220542329677,212.44448186597285
25434,215.49945525863743,213.62627641277828
25534,216.47582458690994,216.17319215022263
25591,217.15616930952794,216.0152321801781
25691,218.74830886762234,218.56927192414247
25748,221.08142907409788,217.76997441931397
25848,221.0432774192783,216.9585271354512
25905,219.33390171542266,215.12214396836097
26005,215.55514627233813,214.5716562146888
26062,215.72151263787052,216.62096023175104
26162,218.56618717029642,219.30572204540084
26219,216.43535025623714,215.70211853632065
26319,214.9111036849897,216.9205235690565
26376,212.87380176799178,214.3918174152452
26476,212.19664579439342,216.57698543219615
26533,214.27797703551474,215.71047444575692
26633,213.41290592841182,213.60651431660554
26690,212.69816532272947,214.74662503328443
26790,212.1047877581836,214.51311118662755
26847,210.46439660654687,214.03576054930207
26947,211.5045098452375,215.12738163944167
27004,212.15006783619,213.8789896715533
27104,212.224689888952,213.75519369724265
27161,213.86343111116162,213.7653304977941
27261,212.5653206889293,213.77148069823528
27318,210.02874581114344,211.97719737858824
27418,209.11905682891475,211.0153852228706
27475,207.9503846231318,211.12442365829648
27575,209.09938239850544,211.5695126866372
27632,210.77586821880436,208.42782694930978
27732,210.5504980350435,208.94199909944783
27789,213.6300224480348,210.54591189955826
27889,221.90175049842784,210.51755531964662
27946,222.62866357874228,211.57852179571728
28046,221.72051204299385,213.69473577657382
28103,222.06552095439508,213.53134404125908
28203,220.18842446351607,214.73254289300726
28260,218.99472761081287,218.2853079944058
28360,216.8127193486503,219.00105217552465
28417,214.82533417892023,218.9560358404197
28517,214.0181988631362,219.05413225233576
28574,215.05681983050897,217.5689588818686
28674,215.23934930440717,219.89063462549487
28731,215.26669306352574,217.5059403203959
28831,216.71130977082058,217.56908941631673
28888,214.58275935665645,215.4509410930534
28988,213.60239218532516,215.9774398944427
29045,214.80241850826013,214.24358215555418
29145,213.3273474066081,215.77375976444335
29202,212.2488774452865,216.8994918115547
29302,212.2004019962292,215.41257134924376
29359,212.37892511698337,216.22754547939502
29459,214.9549284335867,216.31110742351603
29516,215.41966174686937,214.30850201881285
29616,214.79428957749548,214.05209641505027
29673,213.31890334199636,211.87886279204022
29773,211.0865374735971,213.38177371363219
29830,219.69568261887767,213.28115139090573
29930,228.25353705510213,212.74996993272458
29987,225.7838812840817,211.26312596617967
30087,223.28031242726536,213.36308561294373
30144,221.9154822418123,222.64297093035498
30244,221.93068901344986,221.31124564428399
