Step,max-fid,min-fid
92729,230.56805728729736,230.41498856506905
92788,231.3877405098379,232.29524463205524
92790,230.64292860787032,229.91725954564419
92821,229.16814842629628,232.46947963651536
92892,230.59192840103702,232.79487080921228
93126,233.9508284808296,234.46194034736982
93223,232.0480803846637,236.74127163789586
93471,231.35037836773097,236.4287900103167
93901,232.21795833418477,235.82314674825338
94061,234.74317160734782,235.8147948586027
94380,234.55162040587828,237.49911982688215
94424,232.54850458470264,235.72403952150574
94536,231.3012517877621,236.2864337572046
94784,232.04611617020967,235.6200222457637
94891,232.94133629616775,234.03342013661097
95030,230.9824727169342,233.82894252928878
95057,234.4374826935474,233.811109343431
95184,229.46121051483794,231.9775739947448
95321,230.86314261187036,232.43716783579586
95377,230.2227376094963,233.97594580863668
95409,230.49692482759704,235.13097636690935
95480,229.99834248207765,237.39496969352749
95860,231.5435500856621,236.931481734822
95949,229.5946514685297,237.2644175678576
95972,229.39838353482375,234.46522667428607
96032,229.171096347859,231.14421503942887
96301,226.6998531582872,231.55187105154312
96381,229.33299044662976,232.1029562012345
96465,231.1166792173038,231.4598124609876
96505,230.86527025384305,235.09358848879006
96535,229.85862856307443,234.68490803103205
96600,229.69478249045954,236.46935586482567
96632,231.31297625236763,238.60162299186055
97018,232.66429702189413,238.69061845348847
97156,233.7161849375153,239.4131728627908
97226,232.02803523001222,238.32343379023263
97296,232.19588704400977,235.8902869521861
97416,232.5495898752078,236.28507196174888
97460,234.16038724016624,232.5266598693991
97596,234.218666232133,232.3312766355193
97653,234.38768018570642,230.64343622841542
97742,234.03736276856512,230.69767744273236
97796,231.9367963348521,229.17468553418587
97876,232.38889324788167,231.3210991273487
97986,231.69043283830533,229.99145572187896
97996,233.46209053064425,231.10739797750318
98139,231.0294990845154,231.47285686200254
98212,231.94450990761231,231.89395930960205
98404,230.36116822608986,231.99323140768163
98474,230.9269015008719,233.5085194461453
98523,231.37871908069755,234.33728431691625
98605,233.36700420455804,236.908941833533
98754,233.03936752364643,237.2738545068264
98990,232.94490039891716,237.37958470546113
99055,234.0498961591337,234.8643916443689
99506,235.27877496730696,236.05437341549512
99527,234.93530025384555,236.4203450523961
99612,235.55834762307646,237.63866556191687
99614,235.54826501846117,233.98601788953349
99884,235.88780329476896,234.6109792316268
100284,236.61811617581517,234.86345074530146
100323,236.11256850065215,233.60935801624117
100489,235.29287462052173,235.82803207299293
100566,236.9433512164174,235.69155467839434
100589,235.57088275313393,235.56268894271548
100751,233.76266628250715,236.3796524941724
100858,232.74451108600573,234.30641365533793
100890,231.21308018880458,232.40316314427037
100917,232.68066313104367,232.00069823541628
100926,233.67285996483494,231.445510988333
100997,233.08293213186795,232.69419565066642
101072,232.47893726549438,234.81716378053312
101155,232.9865708323955,235.3697985244265
101234,235.2953144059164,235.9212080795412
101335,239.63508574473312,236.29947866363295
101355,240.63741735578648,235.61608439090634
101431,240.9038303646292,238.52705635272505
101488,239.78348605170336,239.95410052218006
101499,240.80502676136268,237.27709571774403
101923,239.18526286909014,238.89656365419523
101943,238.6069169552721,236.7925622033562
102300,239.23682140421766,236.18588996268494
102307,239.46804904337415,236.46808453014796
102475,238.07511673469932,234.40979476411837
102509,237.23507202775946,233.71132581129473
102541,235.68796606220758,233.28420652903577
102595,235.03029532976606,232.35765086322863
102685,235.03695294381285,232.5353760705829
102880,233.2958984150503,233.03294867646633
102911,233.40535887204024,234.50034880117306
102966,232.4024639776322,234.25618114093845
103001,233.02013708210578,234.10827743275075
103011,232.78501530568462,232.2891060862006
103206,232.7964174045477,232.28292670896047
103317,234.85501722363816,235.65269940716837
103462,235.36070139891052,236.2585761457347
103517,238.7440664991284,236.52521419658777
103729,235.25955983930274,234.9279807972702
103947,234.35821855144218,236.82841673781618
104276,234.78888196115375,240.83259423025294
104334,236.753139268923,240.35201898420237
104704,233.4994382951384,238.2768239273619
104808,234.0777214161107,241.16118692188954
104822,232.43638977288856,240.61501215751164
104841,231.78322131831084,240.4797599660093
104882,231.71156241464865,242.45169433280745
104896,231.63286383171894,240.31591478624597
104911,234.63211198537513,238.20199940899678
104924,235.83298450830011,238.14630410719744
104963,237.05856900664008,237.99153668575795
105003,236.7620590653121,236.3645184086064
105012,235.88204411224967,233.7295877468851
105069,237.65052968979973,233.8934388775081
105093,235.72336565183977,231.96575818200648
105263,236.57929676147182,233.93381870560518
105265,235.14178212917747,232.99786978448412
105434,234.74874370334197,233.5398699275873
105610,233.62764182267358,233.54720050206984
105702,234.19639445813885,235.79865822165587
105774,233.30016060651107,237.5478285573247
105788,233.96407868520885,238.28699330585977
105981,233.62686292816707,238.9015093246878
106210,230.90341294253366,238.93040849975023
106267,233.80561915402694,239.57636109980018
106390,236.05078804322153,236.43492005984015
106566,232.97219171457724,236.9379812078721
106666,233.7859046116618,237.06598554629767
106769,231.51788994932946,237.31745213703812
107103,235.06796795946354,236.2077214696305
107764,234.93400998757085,236.62579937570442
107804,236.33231847005666,232.84290940056354
107837,234.72296231604534,232.40247998045083
108021,234.63292003283627,230.63453586436066
108449,234.008106046269,232.67535941148853
108586,233.9650968970152,236.26789066919082
108860,234.74877733761215,233.62795389535268
109098,236.53203579008974,235.28850507628215
109242,236.67574155207177,239.85388756102572
109243,237.50711240165742,239.56529692882057
109301,237.99746238132593,240.76962036305645
109497,235.85516290506075,240.01542163044513
109501,238.39478706404861,239.84803676435612
109580,237.59598713123887,236.1343986514849
109822,237.6055860849911,235.57773376118794
110063,237.03538438799288,234.51692332895036
110191,238.4339715703943,234.08308212316027
110224,238.38092053631544,233.52837975852822
110306,238.87625132905237,233.49560420682258
110418,239.08645334324189,234.50568440545806
110478,240.2735999345935,234.54801676436645
110586,242.2340349676748,234.85461519149317
110622,240.28512837413984,232.60904615319453
110641,239.74705105931187,232.52259154255563
110737,240.39781784744952,232.8456428140445
110781,239.72007923795962,234.62894039123563
111194,239.9546369903677,234.0181761129885
111235,234.65883593229418,235.3855949703908
111323,233.60856288583537,236.45171327631263
111545,232.70567660866828,234.89519936105012
111581,232.75778164693463,234.81441692884007
111698,232.71544467754768,235.73400730307205
111887,232.87447366203816,238.23668094245764
111915,234.23292548963053,237.94528041396612
112470,234.77618719170442,236.2356036111729
112664,235.53958683336356,237.92918112893832
112703,235.88400710669086,238.92661212315065
112902,237.30701648535268,237.0905816985205
113322,237.04170998828215,236.63773635881643
113463,235.47718513062574,235.32451404705313
113589,236.4046393445006,237.2776593376425
113741,236.98512199560048,237.058275550114
113980,239.55125983648037,236.23729122009118
114292,240.5479109491843,235.92498923607295
114298,242.44108449934743,237.13873710885835
114459,243.03782547947793,237.49899322708666
114467,241.83610144358235,236.21842676166932
114703,241.79156791486588,234.77221454933547
114820,243.4103325718927,232.58583803946837
115096,240.27636481751415,232.1375333515747
115149,239.6126964740113,232.75724042125975
115506,239.55270295920906,232.6236939570078
115518,237.78671192736726,233.18363228560622
115765,237.1773462218938,232.446045228485
115772,236.23646009751505,231.706500482788
115878,233.16208677801205,230.8732692262304
116039,233.23251060240966,230.24212430098433
116129,235.03878558192773,232.06801890078745
116387,237.33265810554218,230.40849532062998
116453,238.24198708443373,229.337434676504
116624,239.830464047547,230.1427504812032
116673,237.87914173803762,230.00362910496256
116711,236.4333365904301,228.74576522397004
116745,236.55520503234408,229.29359703917603
116783,237.31239522587526,233.09650787134083
116822,237.04811260070022,230.6931975170727
116885,235.46285226056017,231.91205923365814
116938,236.06618940844814,232.8006648469265
116977,235.5981877267585,233.20391383754122
117016,235.10653480140684,235.50504087003299
117030,234.20637042112548,236.0163221160264
117047,234.8066246569004,235.1713584728211
117155,234.30075932552032,235.3363635182569
117175,232.07169876041627,235.68378197460552
117209,231.74695556833302,235.0428538196844
117267,231.50874915466642,233.95144613574755
117635,230.16556560373314,236.04173552859805
117686,230.88863840298654,234.69040746287843
117825,231.79682686238925,233.89834037030275
117941,234.7960216699114,237.4491959762422
118161,235.42414033592914,235.83728646099377
118190,236.1160914487433,238.062230288795
118651,235.99568381899465,236.951615291036
118908,235.99857953519572,237.6537208128288
118937,235.37109568815657,236.44432065026302
118998,235.84664767052527,237.58799436021042
119302,235.08320803642022,233.72952634816835
119447,235.83225550913616,234.7693754785347
119470,232.61044246730893,233.33467152282776
119549,233.68310495384713,230.67744179826224
119979,234.38054462307772,230.4210031186098
119994,232.7594955184622,232.46493969488785
120193,234.25735533476976,232.69741867591028
120291,237.53243150781583,234.34754676072822
120477,239.98757850625267,233.58337188858258
120854,238.09334650500213,232.79299451086604
120914,235.9390235240017,232.78258896869283
121192,234.22419549920136,234.85432435495426
121193,232.59720613936108,236.7511291639634
121304,232.63037417148888,235.71900635117075
121332,232.79037721719112,234.9884771809366
121362,233.3351063337529,236.38479114474927
121403,234.8088046670023,236.93651639579943
121519,232.56752103360185,235.47725267663955
121593,231.16601634688146,236.27159402131164
121835,232.90837155750518,235.52088849704933
121877,235.69487350600414,234.24636777763945
121913,233.7284848648033,234.20342966211157
122096,231.33888531184266,232.17507588968925
122205,228.80748214947414,231.95090055175143
122236,231.30901367957932,232.66844138140112
122306,232.27820764366345,231.9743313451209
122529,233.37025899493077,233.71553989609674
122622,236.3491918159446,233.3296676368774
122634,235.9260300927557,232.9919659295019
122739,233.65890269420456,231.37803318360153
123068,234.24511837536366,229.98549538688124
123550,234.41582432029094,230.949809889505
123609,232.52935135623275,233.245831191604
123633,233.43922510498618,235.0615209132832
123666,234.00979378398893,233.43336895062657
124103,234.95411798719115,234.05561240050127
124169,235.15133454975293,232.20798784040102
124197,234.90525647980235,232.31520009232082
124219,236.49521042384185,233.34806767385666
124532,235.73495007907349,234.67259171908535
124711,235.6482048232588,232.8686214752683
124760,235.51075135860705,233.38580904021467
124763,233.88565186688564,234.85636451217175
124774,235.3666116935085,237.7750848897374
124818,234.7637330748068,237.17918045178993
124999,232.55426953984545,237.74430566143195
