Step,311,312,lr1,lr2
64098,0.215338796,0.197790295,0.158924595,0.158924595
64225,0.200765699,0.194155261,0.308030039,0.308030039
64511,0.253421336,0.249965042,0.179764345,0.179764345
64521,0.244130433,0.14402774,0.214883253,0.214883253
64687,0.222495288,0.182391524,0.247223586,0.247223586
64889,0.210557967,0.184936911,0.142202467,0.142202467
65054,0.156144515,0.173091665,0.278218746,0.278218746
65245,0.224943534,0.198921651,0.148579642,0.148579642
65292,0.228953779,0.16635254,0.261377394,0.261377394
65375,0.184804767,0.17456843,0.279288352,0.279288352
65450,0.18376182,0.212459862,0.214656979,0.214656979
65481,0.230624616,0.226510584,0.301991493,0.301991493
65601,0.143744588,0.179594308,0.244197547,0.244197547
65643,0.217160255,0.221549734,0.184003711,0.184003711
65709,0.194446042,0.198595181,0.277643323,0.277643323
65907,0.248386845,0.192971736,0.22210215,0.22210215
66049,0.226596683,0.21366483,0.140160874,0.140160874
66298,0.265393823,0.194427833,0.132944882,0.132944882
66647,0.224722177,0.219627798,0.255513191,0.255513191
66787,0.206112206,0.184844181,0.262173355,0.262173355
66948,0.227816373,0.216274798,0.236760959,0.236760959
66976,0.220484853,0.2109465,0.154407814,0.154407814
67021,0.223750949,0.166927397,0.291876167,0.291876167
67440,0.213798895,0.18551138,0.160046533,0.160046533
67474,0.189384609,0.205420464,0.263727069,0.263727069
67513,0.178611755,0.203194588,0.213689283,0.213689283
68263,0.287083924,0.215643883,0.207042053,0.207042053
68281,0.222239703,0.220455855,0.207062304,0.207062304
68378,0.261214852,0.227874637,0.114175618,0.114175618
68429,0.242545485,0.209286958,0.367009968,0.367009968
68512,0.236779153,0.197100669,0.138145611,0.138145611
68590,0.219496787,0.19238019,0.188947573,0.188947573
68929,0.253933161,0.210080206,0.288325429,0.288325429
68988,0.187352136,0.15416564,0.426015764,0.426015764
69171,0.198201895,0.17694664,0.261294425,0.261294425
69185,0.219453663,0.193653926,0.140183091,0.140183091
69455,0.224128395,0.182016313,0.18644622,0.18644622
69476,0.251810789,0.230540723,0.145357341,0.145357341
69662,0.279355049,0.214064509,0.319726825,0.319726825
69719,0.249919713,0.214424223,0.081743956,0.081743956
69798,0.22148025,0.175832897,0.198696941,0.198696941
69915,0.211724639,0.172212705,0.218716562,0.218716562
70462,0.165430486,0.127158329,0.341375679,0.341375679
70493,0.220528781,0.204434037,0.215212271,0.215212271
70580,0.224204436,0.218881756,0.245680392,0.245680392
70656,0.198424369,0.201879755,0.225306839,0.225306839
70915,0.235661954,0.194856733,0.252543211,0.252543211
70996,0.240179271,0.221043035,0.236095756,0.236095756
71314,0.20173797,0.200048164,0.214382187,0.214382187
71428,0.222587064,0.190453112,0.197169945,0.197169945
71554,0.243699029,0.21443446,0.292402655,0.292402655
71580,0.160371542,0.06837602,0.199523389,0.199523389
71696,0.216515318,0.186826319,0.241726428,0.241726428
71850,0.231801242,0.203684315,0.289700478,0.289700478
71906,0.210613787,0.219464839,0.236304119,0.236304119
71957,0.23015964,0.167991698,0.201145172,0.201145172
71979,0.191187456,0.202387273,0.186723486,0.186723486
72012,0.241889805,0.227430463,0.285084784,0.285084784
72037,0.220621765,0.227966398,0.235628322,0.235628322
72197,0.232414857,0.195272341,0.175474063,0.175474063
72275,0.2299539,0.2237854,0.190514892,0.190514892
72297,0.197295576,0.205394045,0.239327967,0.239327967
72299,0.169318691,0.186572194,0.265387386,0.265387386
72401,0.234331518,0.209792137,0.297545642,0.297545642
72404,0.257414579,0.232327074,0.224765301,0.224765301
72558,0.232315451,0.17552653,0.229945615,0.229945615
72723,0.185192376,0.18324858,0.178428322,0.178428322
72873,0.173198432,0.161395341,0.227752686,0.227752686
73009,0.222279072,0.198954225,0.262682587,0.262682587
73179,0.213667572,0.188254133,0.269697905,0.269697905
73318,0.213984951,0.173294231,0.219641581,0.219641581
73789,0.247510955,0.208679974,0.297506094,0.297506094
73794,0.263627112,0.212304413,0.19640848,0.19640848
73841,0.245179534,0.18715778,0.236690208,0.236690208
73901,0.240185767,0.193674982,0.184576631,0.184576631
73924,0.225968719,0.2299954,0.358096957,0.358096957
74011,0.242707387,0.210782245,0.224677175,0.224677175
74187,0.205624357,0.135143533,0.143886209,0.143886209
74194,0.189162523,0.172601193,0.23412177,0.23412177
74865,0.213813558,0.222207606,0.138214022,0.138214022
74901,0.178266764,0.178744763,0.230193436,0.230193436
75140,0.237320572,0.174644232,0.148187131,0.148187131
75171,0.220377028,0.155597523,0.152855575,0.152855575
75469,0.240703419,0.237977251,0.096973881,0.096973881
75487,0.133145273,0.063187629,0.196710959,0.196710959
75567,0.242329776,0.18343471,0.176629141,0.176629141
75629,0.257131606,0.200129032,0.223874092,0.223874092
75697,0.231951714,0.188893363,0.164576232,0.164576232
75928,0.2324211,0.207850218,0.240806133,0.240806133
76056,0.234359145,0.194958568,0.288192749,0.288192749
76099,0.25292176,0.211227089,0.233210266,0.233210266
76218,0.195552602,0.188771993,0.277385563,0.277385563
76431,0.2467141,0.217180461,0.224993229,0.224993229
76482,0.184425682,0.183380023,0.20131138,0.20131138
76626,0.221947476,0.188292965,0.175834805,0.175834805
76673,0.257239193,0.225521117,0.277505577,0.277505577
76705,0.211515814,0.224352255,0.210059404,0.210059404
76790,0.196718141,0.123727389,0.206096128,0.206096128
76906,0.204206258,0.176305726,0.306022048,0.306022048
76913,0.222894579,0.183710933,0.203662366,0.203662366
76924,0.23418054,0.209896162,0.080416828,0.080416828
77198,0.221875012,0.168522269,0.233925685,0.233925685
77324,0.195455283,0.144500405,0.175974488,0.175974488
77460,0.192520499,0.111242391,0.286379457,0.286379457
77530,0.176450148,0.148158729,0.267914355,0.267914355
77643,0.222320169,0.177863568,0.165028274,0.165028274
77802,0.22356087,0.210138172,0.167040855,0.167040855
77901,0.219532639,0.189668879,0.22106868,0.22106868
78135,0.18920508,0.180560455,0.220878899,0.220878899
78208,0.252057254,0.212624043,0.131960154,0.131960154
78265,0.210519671,0.160155222,0.172761351,0.172761351
78775,0.218793422,0.209767431,0.255868673,0.255868673
78843,0.218666896,0.194870248,0.249315202,0.249315202
78920,0.257489651,0.220958397,0.191960365,0.191960365
78934,0.202112645,0.196271226,0.190116763,0.190116763
78973,0.195802495,0.170956686,0.234237224,0.234237224
79005,0.163239568,0.150261492,0.231783688,0.231783688
79309,0.238865316,0.207488388,0.194425493,0.194425493
79418,0.220070064,0.196091503,0.178811669,0.178811669
79597,0.258262902,0.212670147,0.223666936,0.223666936
79620,0.261416733,0.208776236,0.20475027,0.20475027
79812,0.155773908,0.113040075,0.189269841,0.189269841
79975,0.193165675,0.190378398,0.283426046,0.283426046
79998,0.204556197,0.148604214,0.174881518,0.174881518
80031,0.253907412,0.216062889,0.191624075,0.191624075
80035,0.196459919,0.182168692,0.15275982,0.15275982
80100,0.191107839,0.202443928,0.290358067,0.290358067
80165,0.202998281,0.167831495,0.274895251,0.274895251
80351,0.23803018,0.18682608,0.230787426,0.230787426
80390,0.257005095,0.190124288,0.20629704,0.20629704
80406,0.183897749,0.179560691,0.11717625,0.11717625
80550,0.2424739,0.20826593,0.228384241,0.228384241
80576,0.25168854,0.230179876,0.154695451,0.154695451
80613,0.222770423,0.155538067,0.286789149,0.286789149
80826,0.176726237,0.153632492,0.2328334,0.2328334
80996,0.220840663,0.181502938,0.127228856,0.127228856
81015,0.21157226,0.16470176,0.19359234,0.19359234
81117,0.25420633,0.199054807,0.277092785,0.277092785
81381,0.240870863,0.20462653,0.24160552,0.24160552
81494,0.206117213,0.21382241,0.266660869,0.266660869
81529,0.185099453,0.196139902,0.189850837,0.189850837
81952,0.255117208,0.193291903,0.24044615,0.24044615
82080,0.173121065,0.186516225,0.33779496,0.33779496
82736,0.159028322,0.148211136,0.125317484,0.125317484
82770,0.196625412,0.184426069,0.204674214,0.204674214
82831,0.243133038,0.197934777,0.296658218,0.296658218
82849,0.213981628,0.167225897,0.264189243,0.264189243
82924,0.230602711,0.209736213,0.377637684,0.377637684
83075,0.185124844,0.22770983,0.23611103,0.23611103
83127,0.274211228,0.222529575,0.199809179,0.199809179
83267,0.191227585,0.210015699,0.223075613,0.223075613
83510,0.229896486,0.19066976,0.238148183,0.238148183
83762,0.202322602,0.191139564,0.088911377,0.088911377
83923,0.207818985,0.181356624,0.240324885,0.240324885
83971,0.218381584,0.190690786,0.216399968,0.216399968
84165,0.243119091,0.198156789,0.126076818,0.126076818
84197,0.197659224,0.166341677,0.110453136,0.110453136
84205,0.19094345,0.173940629,0.227066249,0.227066249
84394,0.199552178,0.196883544,0.214488357,0.214488357
84409,0.235609442,0.203616112,0.218483329,0.218483329
84475,0.163382888,0.208184183,0.359455734,0.359455734
84601,0.207374394,0.195198104,0.304465115,0.304465115
84686,0.216683567,0.184738725,0.213095874,0.213095874
84740,0.234244213,0.193459779,0.21700719,0.21700719
84818,0.216970623,0.139128968,0.293762416,0.293762416
85020,0.192878127,0.20679459,0.138290539,0.138290539
85052,0.225564435,0.21662274,0.267264873,0.267264873
85089,0.213905275,0.222615629,0.137473702,0.137473702
85169,0.219290346,0.194264531,0.223667979,0.223667979
85320,0.252926081,0.224138066,0.23372151,0.23372151
85508,0.209553108,0.189806625,0.213602185,0.213602185
85539,0.200998664,0.194679648,0.176264331,0.176264331
85572,0.237192154,0.199143499,0.251300812,0.251300812
85686,0.208861768,0.205327362,0.265031636,0.265031636
85749,0.233271018,0.220763162,0.232796341,0.232796341
85985,0.249382645,0.205416769,0.359199435,0.359199435
86014,0.20964399,0.18680656,0.236112297,0.236112297
86452,0.223714203,0.195470393,0.149460763,0.149460763
86642,0.217344865,0.206220627,0.18813096,0.18813096
86649,0.25109458,0.225448221,0.259036601,0.259036601
86780,0.230342939,0.225180328,0.285917997,0.285917997
86793,0.211387694,0.222039938,0.21007815,0.21007815
86839,0.219189852,0.157213539,0.277821302,0.277821302
86865,0.22154285,0.227293074,0.226860598,0.226860598
87008,0.214513004,0.205869347,0.38724488,0.38724488
87393,0.217336878,0.210184157,0.141923115,0.141923115
87450,0.223265499,0.198944002,0.229807228,0.229807228
87556,0.20946832,0.201052368,0.145518973,0.145518973
87621,0.211628705,0.228130609,0.096762516,0.096762516
87666,0.214473575,0.209749296,0.223838285,0.223838285
87829,0.167293504,0.169763967,0.235450089,0.235450089
88093,0.188146606,0.157945707,0.267679393,0.267679393
88137,0.208159655,0.182886511,0.206583723,0.206583723
88374,0.224524349,0.187847465,0.304913163,0.304913163
88441,0.192153633,0.204602808,0.200108379,0.200108379
88674,0.202894866,0.172400519,0.241254061,0.241254061
88766,0.221742675,0.202414066,0.163389772,0.163389772
88815,0.238332406,0.209020287,0.225120023,0.225120023
88922,0.25384891,0.223110944,0.205198735,0.205198735
89262,0.202738106,0.20505169,0.247885197,0.247885197
89347,0.169187546,0.187706351,0.334738344,0.334738344
89363,0.217494205,0.179013133,0.296322942,0.296322942
89745,0.228682443,0.239349455,0.234524891,0.234524891
89762,0.279599279,0.261776358,0.239466801,0.239466801
89873,0.226288557,0.195327401,0.204059094,0.204059094
89892,0.224792212,0.209724411,0.233404815,0.233404815
89973,0.229650736,0.185157448,0.209633857,0.209633857
90035,0.201902896,0.189420745,0.214922413,0.214922413
90237,0.233560562,0.213188738,0.20539701,0.20539701
90450,0.197082847,0.213322878,0.186344743,0.186344743
91074,0.224270731,0.198260933,0.210185081,0.210185081
91094,0.25164181,0.243772984,0.246078163,0.246078163
91300,0.240990877,0.201650739,0.2831209,0.2831209
91474,0.209658384,0.212630376,0.31275773,0.31275773
91624,0.201056972,0.203833848,0.231363654,0.231363654
91644,0.212836161,0.234929591,0.224088073,0.224088073
91647,0.22827363,0.21354045,0.267003745,0.267003745
91709,0.220748544,0.217932582,0.28476733,0.28476733
91732,0.234177902,0.199272797,0.180847481,0.180847481
91735,0.220128894,0.198736221,0.250100702,0.250100702
92094,0.247173652,0.245110095,0.216291398,0.216291398
92120,0.254722297,0.234565839,0.167481989,0.167481989
92246,0.208906353,0.194607794,0.229977384,0.229977384
92309,0.244133025,0.236133635,0.148920015,0.148920015
92729,0.240193248,0.208928704,0.37004292,0.37004292
92788,0.233559877,0.187146485,0.265897721,0.265897721
92790,0.235760063,0.233302921,0.224652112,0.224652112
92821,0.216083959,0.202228665,0.206115782,0.206115782
92892,0.233797267,0.21982801,0.145152509,0.145152509
93126,0.245485619,0.220041007,0.307070374,0.307070374
93223,0.207435176,0.217515886,0.289126009,0.289126009
93471,0.226996228,0.212791294,0.199601993,0.199601993
93901,0.240325153,0.190401554,0.237355262,0.237355262
94061,0.255302966,0.194335818,0.224689901,0.224689901
94380,0.234570816,0.205656543,0.165012762,0.165012762
94424,0.213207036,0.205554053,0.162458122,0.162458122
94536,0.232125431,0.2422515,0.182498276,0.182498276
94784,0.248709172,0.241357043,0.167789251,0.167789251
94891,0.223128557,0.215925068,0.159935027,0.159935027
95030,0.220664397,0.14036724,0.199061066,0.199061066
95057,0.251333803,0.224900946,0.210302889,0.210302889
95184,0.213584661,0.178663805,0.196106464,0.196106464
95321,0.23674956,0.215955615,0.284676522,0.284676522
95377,0.230705157,0.221052617,0.250040919,0.250040919
95409,0.286426693,0.23058553,0.230302498,0.230302498
95480,0.225196213,0.243640199,0.303536683,0.303536683
95860,0.224774301,0.196432933,0.28044346,0.28044346
95949,0.241451487,0.202837467,0.309803009,0.309803009
95972,0.211441994,0.196884453,0.223186567,0.223186567
96032,0.226934984,0.165601328,0.192857981,0.192857981
96301,0.205413997,0.18838352,0.298639625,0.298639625
96381,0.254565179,0.213836521,0.283570975,0.283570975
96465,0.219199464,0.20759806,0.206676215,0.206676215
96505,0.206465125,0.186011136,0.218047976,0.218047976
96535,0.239130244,0.223713771,0.281188309,0.281188309
96600,0.221272975,0.203918099,0.209700108,0.209700108
96632,0.180986017,0.173559546,0.22993806,0.22993806
97018,0.245978475,0.226399854,0.308902234,0.308902234
97156,0.177624658,0.216333896,0.201696858,0.201696858
97226,0.233456552,0.209652096,0.180979744,0.180979744
97296,0.257254303,0.236725032,0.237807333,0.237807333
97416,0.274610817,0.240256727,0.264546126,0.264546126
97460,0.217719674,0.221903756,0.193995789,0.193995789
97596,0.215185598,0.184075028,0.179621816,0.179621816
97653,0.235507458,0.219547093,0.137391239,0.137391239
97742,0.224025011,0.220648885,0.154354632,0.154354632
97796,0.229412168,0.244442463,0.246758595,0.246758595
97876,0.21960482,0.182555586,0.131958574,0.131958574
97986,0.274172962,0.233963624,0.22175099,0.22175099
97996,0.2431871,0.21159637,0.224457443,0.224457443
98139,0.245091856,0.235390604,0.258722901,0.258722901
98212,0.239793956,0.219415396,0.193337858,0.193337858
98404,0.26854676,0.18913579,0.249490872,0.249490872
98474,0.222309083,0.199061096,0.217961669,0.217961669
98523,0.217980355,0.219212219,0.330212057,0.330212057
98605,0.217722297,0.250443399,0.229038283,0.229038283
98754,0.273895979,0.248579204,0.302271843,0.302271843
98990,0.260418206,0.243504807,0.186164558,0.186164558
99055,0.25316298,0.192521617,0.237875909,0.237875909
99506,0.254944324,0.239091098,0.183876485,0.183876485
99527,0.272998452,0.229476407,0.306149602,0.306149602
99612,0.238636643,0.2193515,0.166237861,0.166237861
99614,0.1993763,0.208974361,0.179052785,0.179052785
99884,0.232141331,0.182403415,0.262646973,0.262646973
100284,0.196411535,0.202077091,0.270589769,0.270589769
100323,0.248978823,0.228524178,0.209564403,0.209564403
100489,0.249532357,0.233584702,0.247647226,0.247647226
100566,0.249720186,0.212382644,0.191404492,0.191404492
100589,0.25596261,0.24607341,0.261018425,0.261018425
100751,0.220325381,0.221709356,0.218379527,0.218379527
100858,0.218921825,0.20272091,0.219071329,0.219071329
100890,0.272878051,0.242853254,0.261550307,0.261550307
100917,0.25545913,0.213607892,0.194622442,0.194622442
100926,0.268044055,0.2190191,0.168891698,0.168891698
100997,0.234066501,0.211863816,0.195738703,0.195738703
101072,0.241870388,0.244355232,0.182877153,0.182877153
101155,0.246687919,0.206426844,0.194835454,0.194835454
101234,0.216183171,0.193479151,0.207302898,0.207302898
101335,0.293419003,0.218599796,0.262872875,0.262872875
101355,0.250624865,0.196133226,0.221574202,0.221574202
101431,0.256137937,0.24157849,0.248239815,0.248239815
101488,0.242563114,0.209971786,0.200289994,0.200289994
101499,0.232137546,0.230966091,0.315360129,0.315360129
101923,0.259126663,0.235208809,0.329071105,0.329071105
101943,0.258932143,0.228854418,0.244021267,0.244021267
102300,0.254048914,0.214340806,0.387287617,0.387287617
102307,0.248098552,0.221732378,0.305279046,0.305279046
102475,0.212051362,0.181648239,0.211813748,0.211813748
102509,0.232431471,0.174167052,0.221970484,0.221970484
102541,0.236087322,0.203310728,0.163527191,0.163527191
102595,0.206141233,0.192340791,0.218298897,0.218298897
102685,0.228962138,0.195476621,0.173231453,0.173231453
102880,0.229128838,0.230312183,0.265170574,0.265170574
102911,0.240149111,0.211536184,0.231727809,0.231727809
102966,0.241660893,0.214197487,0.232118443,0.232118443
103001,0.196724504,0.203463256,0.210689098,0.210689098
103011,0.197936177,0.175407037,0.156546772,0.156546772
103206,0.23972258,0.225718662,0.198799476,0.198799476
103317,0.241992444,0.230241179,0.143789679,0.143789679
103462,0.190697879,0.17016162,0.200390428,0.200390428
103517,0.232326806,0.226432979,0.275194168,0.275194168
103729,0.205908984,0.218374774,0.148463756,0.148463756
103947,0.232375905,0.2095882,0.24769412,0.24769412
104276,0.189822912,0.168539315,0.252774239,0.252774239
104334,0.239832252,0.216148794,0.187835217,0.187835217
104704,0.194662064,0.144376904,0.240634114,0.240634114
104808,0.223538876,0.207892358,0.132138789,0.132138789
104822,0.226930499,0.203244567,0.153073922,0.153073922
104841,0.227532402,0.205712259,0.258910656,0.258910656
104882,0.216147617,0.218826726,0.17744723,0.17744723
104896,0.257619619,0.237299204,0.224545956,0.224545956
104911,0.2793051,0.224961847,0.185182974,0.185182974
104924,0.223298281,0.174865246,0.255217671,0.255217671
104963,0.257080883,0.227188736,0.197874725,0.197874725
105003,0.250825286,0.210472479,0.287704706,0.287704706
105012,0.217985958,0.202891722,0.251898706,0.251898706
105069,0.26689285,0.25633198,0.204542041,0.204542041
105093,0.262214601,0.222424328,0.267591447,0.267591447
105263,0.28257817,0.261260748,0.225794345,0.225794345
105265,0.244179785,0.219205007,0.194942802,0.194942802
105434,0.235471398,0.217722967,0.23092261,0.23092261
105610,0.189648956,0.182245582,0.253723979,0.253723979
105702,0.237682015,0.213811606,0.236313164,0.236313164
105774,0.258255839,0.251249433,0.254043996,0.254043996
105788,0.205330506,0.206467062,0.202052712,0.202052712
105981,0.223438889,0.193417072,0.287897706,0.287897706
106210,0.230903521,0.207525194,0.198802784,0.198802784
106267,0.219568923,0.206141114,0.161306739,0.161306739
106390,0.259499133,0.204480186,0.236021876,0.236021876
106566,0.220416665,0.217413142,0.188680008,0.188680008
106666,0.187620372,0.214457855,0.246241212,0.246241212
106769,0.224562183,0.197531924,0.181915551,0.181915551
107103,0.242015541,0.223018199,0.158221275,0.158221275
107764,0.243896961,0.226623446,0.22819759,0.22819759
107804,0.244110107,0.209797665,0.216251478,0.216251478
107837,0.207406521,0.174409434,0.199458301,0.199458301
108021,0.268802583,0.212158263,0.17723152,0.17723152
108449,0.238625914,0.203827456,0.238296151,0.238296151
108586,0.175168782,0.196938947,0.175777555,0.175777555
108860,0.218724236,0.20186016,0.239645645,0.239645645
109098,0.23977831,0.217094094,0.196783483,0.196783483
109242,0.235681295,0.203299299,0.174425721,0.174425721
109243,0.221781939,0.250518084,0.251689315,0.251689315
109301,0.234604329,0.200862885,0.194255859,0.194255859
109497,0.231313184,0.232334197,0.195666477,0.195666477
109501,0.217338279,0.214395523,0.160516113,0.160516113
109580,0.242673099,0.190347999,0.169622868,0.169622868
109822,0.210235193,0.192423284,0.202778161,0.202778161
110063,0.232967094,0.233337939,0.223202676,0.223202676
110191,0.246993273,0.222905114,0.222903669,0.222903669
110224,0.237008452,0.217830986,0.249946982,0.249946982
110306,0.293588102,0.187491059,0.312154293,0.312154293
110418,0.22415778,0.167025417,0.306718171,0.306718171
110478,0.264053881,0.195792288,0.214116544,0.214116544
110586,0.26818192,0.218018338,0.232937261,0.232937261
110622,0.261045456,0.228987113,0.222996444,0.222996444
110641,0.220110402,0.220595017,0.210949033,0.210949033
110737,0.21918273,0.186852142,0.201969862,0.201969862
110781,0.211486429,0.199314475,0.204478174,0.204478174
111194,0.233573303,0.244771689,0.184989065,0.184989065
111235,0.199214548,0.223324537,0.210794359,0.210794359
111323,0.237639964,0.225688189,0.207761854,0.207761854
111545,0.236150563,0.14177987,0.264244437,0.264244437
111581,0.215623051,0.208124936,0.280808687,0.280808687
111698,0.236152723,0.197996348,0.260223508,0.260223508
111887,0.216774553,0.192958623,0.208715886,0.208715886
111915,0.246799633,0.246687591,0.229757056,0.229757056
112470,0.234897047,0.196850166,0.261226356,0.261226356
112664,0.243232936,0.237595841,0.234893277,0.234893277
112703,0.241569951,0.167444751,0.265960753,0.265960753
112902,0.267680496,0.234403342,0.174261853,0.174261853
113322,0.228960529,0.214546904,0.277410835,0.277410835
113463,0.184886903,0.232321024,0.237517327,0.237517327
113589,0.239198953,0.211107686,0.2403512,0.2403512
113741,0.261459827,0.235782728,0.221996278,0.221996278
113980,0.257964581,0.228707597,0.216983318,0.216983318
114292,0.240898296,0.214586705,0.215588182,0.215588182
114298,0.233713627,0.209521666,0.231382057,0.231382057
114459,0.269246042,0.209855586,0.235222474,0.235222474
114467,0.25497514,0.203013048,0.238263041,0.238263041
114703,0.229057685,0.195418432,0.236145616,0.236145616
114820,0.261821717,0.229772165,0.258719862,0.258719862
115096,0.233233452,0.200805783,0.193825543,0.193825543
115149,0.253447115,0.232123539,0.187279075,0.187279075
115506,0.257345498,0.234451741,0.217029914,0.217029914
115518,0.224521831,0.210360944,0.211389318,0.211389318
115765,0.252807349,0.216967434,0.220045984,0.220045984
115772,0.268531531,0.179733545,0.260250509,0.260250509
115878,0.255524218,0.206192613,0.197242081,0.197242081
116039,0.205207244,0.227753997,0.21825923,0.21825923
116129,0.24195604,0.221706614,0.220894188,0.220894188
116387,0.240855873,0.221157625,0.201342165,0.201342165
116453,0.256792694,0.200530559,0.294321656,0.294321656
116624,0.202757642,0.183003306,0.278358161,0.278358161
116673,0.221694142,0.21376358,0.426623881,0.426623881
116711,0.204093158,0.201363444,0.287748396,0.287748396
116745,0.231071919,0.205975771,0.229991004,0.229991004
116783,0.25817892,0.217185915,0.26228565,0.26228565
116822,0.226514369,0.221804947,0.241947934,0.241947934
116885,0.222269371,0.188437521,0.270954728,0.270954728
116938,0.228295326,0.207900643,0.259436399,0.259436399
116977,0.216902748,0.2011154,0.146995515,0.146995515
117016,0.228320181,0.191059113,0.315026671,0.315026671
117030,0.281699657,0.22683613,0.233688712,0.233688712
117047,0.272229522,0.222151577,0.305002093,0.305002093
117155,0.235027149,0.170908868,0.181843489,0.181843489
117175,0.245783105,0.200692981,0.313237846,0.313237846
117209,0.247983828,0.232041463,0.247780308,0.247780308
117267,0.279212564,0.222708046,0.233802736,0.233802736
117635,0.239025265,0.223148748,0.170416474,0.170416474
117686,0.242628381,0.191606477,0.18728976,0.18728976
117825,0.253900439,0.201669708,0.248615474,0.248615474
117941,0.234393016,0.189081863,0.222472787,0.222472787
118161,0.240038007,0.217587113,0.227265209,0.227265209
118190,0.247770473,0.212406367,0.193914488,0.193914488
118651,0.207396075,0.178609252,0.250376344,0.250376344
118908,0.231663674,0.1899786,0.253181636,0.253181636
118937,0.271867275,0.224343777,0.247557059,0.247557059
118998,0.275305986,0.219007224,0.172161177,0.172161177
119302,0.224039137,0.201417625,0.24936755,0.24936755
119447,0.233900458,0.206132054,0.292768985,0.292768985
119470,0.217108116,0.209800944,0.198220551,0.198220551
119549,0.216217265,0.226272777,0.23587811,0.23587811
119979,0.240058526,0.193202704,0.288645744,0.288645744
119994,0.243068486,0.188490853,0.277272552,0.277272552
120193,0.246241003,0.235377908,0.247372389,0.247372389
120291,0.260415345,0.209737152,0.210457414,0.210457414
120477,0.247279793,0.211518824,0.219079211,0.219079211
120854,0.233074576,0.197138146,0.218075499,0.218075499
120914,0.23864454,0.215445787,0.238087863,0.238087863
121192,0.248455763,0.213808149,0.259598851,0.259598851
121193,0.236438617,0.210240036,0.1957829,0.1957829
121304,0.202939838,0.231449232,0.265096486,0.265096486
121332,0.248556823,0.216294438,0.170148015,0.170148015
121362,0.254470587,0.195429787,0.222446188,0.222446188
121403,0.23255834,0.203327596,0.214837462,0.214837462
121519,0.244851708,0.229060739,0.271580994,0.271580994
121593,0.26782161,0.230395377,0.289373219,0.289373219
121835,0.222149074,0.195908472,0.206369489,0.206369489
121877,0.245209113,0.224290967,0.18439047,0.18439047
121913,0.276556492,0.195842072,0.212987125,0.212987125
122096,0.255623311,0.245779708,0.29309988,0.29309988
122205,0.238844499,0.243559346,0.230722547,0.230722547
122236,0.251998991,0.210823312,0.164293051,0.164293051
122306,0.245137841,0.220920026,0.198550403,0.198550403
122529,0.255313903,0.190854207,0.277121842,0.277121842
122622,0.273537278,0.188118905,0.119888075,0.119888075
122634,0.227007061,0.187553495,0.164400503,0.164400503
122739,0.21821481,0.202860683,0.248268425,0.248268425
123068,0.235750347,0.198527157,0.168686867,0.168686867
123550,0.275233269,0.198057711,0.160451025,0.160451025
123609,0.257398367,0.193084553,0.264852285,0.264852285
123633,0.222361371,0.207413107,0.275515109,0.275515109
123666,0.2547943,0.221371129,0.190978825,0.190978825
124103,0.305163741,0.200047642,0.327332407,0.327332407
124169,0.229471952,0.209310874,0.167709514,0.167709514
124197,0.203275591,0.1954519,0.184763312,0.184763312
124219,0.244263768,0.202623755,0.235999018,0.235999018
124532,0.230285481,0.211590752,0.220376134,0.220376134
124711,0.254531801,0.21886839,0.195645988,0.195645988
124760,0.244879693,0.198227897,0.245869696,0.245869696
124763,0.248105332,0.21915859,0.173187971,0.173187971
124774,0.272379249,0.227731526,0.237079889,0.237079889
124818,0.236983761,0.172240749,0.225786671,0.225786671
124999,0.319115549,0.243349403,0.197257638,0.197257638
